european_sales,north_american_sales,aisan_sales,japan_sales,genre,release_year,platform,vg_score,total_shipped,Production Cost
396.0,694.0,619.0,304.0,0.0,8.0,2.0,7.0,139.0,564.0
48.0,12.0,198.0,553.0,7.0,10.0,0.0,35.0,112.0,453.0
24.0,31.0,198.0,409.0,4.0,2.0,4.0,3.0,114.0,28.0
9.0,12.0,198.0,455.0,2.0,5.0,4.0,1.0,328.0,329.0
500.0,440.0,533.0,331.0,4.0,0.0,2.0,1.0,369.0,550.0
23.0,22.0,70.0,103.0,7.0,9.0,4.0,32.0,193.0,573.0
189.0,4.0,198.0,227.0,6.0,9.0,0.0,32.0,300.0,321.0
388.0,405.0,146.0,549.0,0.0,2.0,4.0,0.0,309.0,243.0
217.0,177.0,162.0,75.0,0.0,7.0,4.0,2.0,212.0,225.0
421.0,294.0,141.0,86.0,5.0,18.0,2.0,14.0,12.0,155.0
160.0,223.0,490.0,552.0,7.0,7.0,4.0,35.0,266.0,91.0
651.0,161.0,309.0,116.0,5.0,3.0,2.0,9.0,246.0,303.0
679.0,378.0,190.0,205.0,4.0,2.0,2.0,3.0,168.0,549.0
638.0,281.0,256.0,410.0,3.0,14.0,2.0,32.0,153.0,65.0
148.0,329.0,195.0,327.0,0.0,10.0,8.0,32.0,254.0,486.0
671.0,0.0,198.0,242.0,3.0,6.0,2.0,0.0,148.0,83.0
554.0,456.0,527.0,406.0,4.0,5.0,4.0,3.0,347.0,194.0
658.0,241.0,15.0,541.0,0.0,7.0,2.0,0.0,266.0,406.0
199.0,2.0,198.0,292.0,2.0,8.0,0.0,9.0,258.0,291.0
241.0,443.0,198.0,9.0,6.0,6.0,0.0,7.0,73.0,303.0
2.0,3.0,198.0,352.0,7.0,3.0,4.0,23.0,258.0,70.0
1.0,40.0,198.0,112.0,7.0,10.0,4.0,14.0,271.0,298.0
54.0,141.0,147.0,0.0,7.0,14.0,6.0,35.0,101.0,154.0
322.0,471.0,95.0,464.0,0.0,6.0,2.0,0.0,242.0,178.0
2.0,11.0,198.0,534.0,6.0,8.0,0.0,32.0,346.0,222.0
288.0,244.0,95.0,289.0,6.0,7.0,0.0,3.0,302.0,359.0
668.0,217.0,187.0,452.0,5.0,19.0,6.0,32.0,165.0,411.0
298.0,570.0,358.0,408.0,0.0,9.0,4.0,0.0,74.0,41.0
118.0,367.0,457.0,156.0,5.0,5.0,4.0,9.0,359.0,245.0
617.0,404.0,47.0,446.0,4.0,1.0,4.0,14.0,244.0,231.0
226.0,435.0,381.0,381.0,0.0,8.0,0.0,2.0,203.0,233.0
156.0,487.0,179.0,163.0,0.0,5.0,2.0,32.0,262.0,265.0
402.0,269.0,263.0,98.0,7.0,16.0,2.0,32.0,15.0,97.0
0.0,423.0,198.0,550.0,6.0,6.0,2.0,32.0,227.0,424.0
1.0,2.0,198.0,380.0,4.0,6.0,4.0,2.0,309.0,288.0
468.0,228.0,111.0,123.0,6.0,7.0,2.0,1.0,89.0,50.0
254.0,184.0,256.0,80.0,7.0,16.0,2.0,23.0,79.0,36.0
655.0,338.0,512.0,161.0,5.0,8.0,8.0,0.0,171.0,172.0
325.0,449.0,465.0,174.0,0.0,18.0,2.0,23.0,282.0,551.0
441.0,439.0,198.0,40.0,5.0,5.0,4.0,23.0,92.0,145.0
25.0,389.0,385.0,0.0,7.0,5.0,4.0,32.0,318.0,200.0
16.0,27.0,198.0,290.0,5.0,13.0,5.0,32.0,260.0,470.0
0.0,451.0,198.0,474.0,3.0,7.0,2.0,0.0,231.0,149.0
4.0,7.0,198.0,103.0,0.0,0.0,3.0,3.0,107.0,346.0
439.0,276.0,177.0,444.0,5.0,9.0,8.0,14.0,80.0,504.0
141.0,409.0,148.0,334.0,5.0,4.0,2.0,9.0,353.0,157.0
174.0,126.0,674.0,522.0,4.0,10.0,2.0,9.0,295.0,329.0
214.0,255.0,198.0,13.0,7.0,0.0,3.0,32.0,332.0,33.0
2.0,4.0,198.0,318.0,5.0,0.0,3.0,0.0,197.0,52.0
468.0,351.0,17.0,184.0,3.0,11.0,8.0,14.0,188.0,193.0
87.0,394.0,636.0,309.0,5.0,19.0,2.0,32.0,278.0,590.0
623.0,302.0,327.0,459.0,0.0,8.0,5.0,9.0,16.0,211.0
443.0,199.0,238.0,546.0,0.0,3.0,2.0,7.0,338.0,491.0
135.0,229.0,72.0,148.0,0.0,16.0,2.0,23.0,365.0,178.0
586.0,280.0,59.0,128.0,6.0,5.0,4.0,3.0,341.0,0.0
363.0,22.0,198.0,460.0,7.0,7.0,5.0,9.0,220.0,436.0
389.0,707.0,269.0,430.0,3.0,15.0,2.0,9.0,335.0,476.0
528.0,408.0,215.0,497.0,5.0,7.0,4.0,1.0,345.0,424.0
186.0,277.0,321.0,321.0,6.0,8.0,2.0,0.0,71.0,308.0
677.0,458.0,138.0,70.0,3.0,9.0,2.0,9.0,25.0,329.0
520.0,288.0,571.0,437.0,7.0,2.0,3.0,35.0,68.0,10.0
636.0,331.0,226.0,173.0,3.0,19.0,2.0,9.0,5.0,207.0
684.0,1.0,198.0,142.0,2.0,18.0,6.0,14.0,141.0,141.0
294.0,306.0,472.0,162.0,5.0,10.0,8.0,35.0,112.0,175.0
623.0,173.0,564.0,537.0,7.0,3.0,2.0,1.0,85.0,432.0
346.0,0.0,198.0,258.0,6.0,10.0,0.0,32.0,98.0,455.0
192.0,402.0,198.0,268.0,0.0,8.0,2.0,32.0,255.0,501.0
19.0,18.0,198.0,0.0,5.0,9.0,5.0,14.0,230.0,314.0
117.0,212.0,353.0,125.0,3.0,8.0,0.0,2.0,258.0,284.0
106.0,28.0,198.0,299.0,0.0,8.0,0.0,3.0,256.0,392.0
167.0,490.0,598.0,472.0,7.0,8.0,4.0,1.0,80.0,57.0
465.0,49.0,198.0,377.0,6.0,9.0,0.0,1.0,148.0,381.0
434.0,130.0,472.0,364.0,4.0,1.0,4.0,9.0,353.0,36.0
586.0,6.0,198.0,283.0,6.0,10.0,0.0,35.0,313.0,252.0
0.0,20.0,198.0,443.0,0.0,9.0,0.0,23.0,215.0,450.0
3.0,4.0,198.0,318.0,0.0,1.0,4.0,9.0,365.0,497.0
121.0,294.0,524.0,88.0,7.0,8.0,4.0,3.0,267.0,34.0
235.0,251.0,589.0,232.0,4.0,1.0,2.0,35.0,165.0,45.0
387.0,307.0,308.0,86.0,0.0,9.0,4.0,35.0,295.0,347.0
443.0,212.0,133.0,238.0,7.0,9.0,2.0,32.0,345.0,111.0
557.0,234.0,142.0,393.0,6.0,9.0,0.0,32.0,62.0,278.0
239.0,686.0,275.0,367.0,5.0,6.0,2.0,3.0,4.0,104.0
456.0,377.0,268.0,295.0,0.0,8.0,2.0,7.0,99.0,207.0
7.0,9.0,198.0,446.0,7.0,3.0,4.0,7.0,356.0,498.0
146.0,30.0,198.0,2.0,0.0,10.0,0.0,32.0,239.0,413.0
439.0,373.0,198.0,31.0,6.0,1.0,4.0,7.0,82.0,376.0
232.0,225.0,197.0,414.0,0.0,16.0,1.0,14.0,106.0,1.0
428.0,0.0,198.0,370.0,4.0,7.0,0.0,2.0,184.0,55.0
366.0,137.0,213.0,295.0,0.0,16.0,2.0,32.0,224.0,264.0
61.0,79.0,64.0,541.0,7.0,2.0,4.0,9.0,127.0,230.0
151.0,140.0,506.0,172.0,3.0,9.0,0.0,1.0,263.0,196.0
4.0,6.0,198.0,281.0,7.0,3.0,4.0,3.0,160.0,76.0
333.0,466.0,573.0,67.0,0.0,5.0,4.0,2.0,209.0,142.0
256.0,385.0,466.0,130.0,4.0,13.0,2.0,32.0,74.0,140.0
73.0,0.0,198.0,248.0,0.0,8.0,2.0,32.0,180.0,577.0
469.0,171.0,52.0,270.0,3.0,2.0,3.0,14.0,209.0,427.0
290.0,391.0,184.0,231.0,5.0,5.0,2.0,32.0,96.0,409.0
105.0,168.0,218.0,6.0,2.0,0.0,3.0,1.0,325.0,364.0
346.0,131.0,163.0,407.0,0.0,9.0,2.0,3.0,223.0,342.0
2.0,73.0,198.0,522.0,7.0,5.0,4.0,2.0,352.0,423.0
364.0,181.0,552.0,147.0,6.0,5.0,4.0,2.0,292.0,66.0
5.0,7.0,198.0,265.0,7.0,3.0,4.0,23.0,285.0,272.0
658.0,604.0,321.0,448.0,0.0,2.0,2.0,32.0,261.0,240.0
631.0,6.0,198.0,484.0,5.0,8.0,5.0,1.0,226.0,162.0
468.0,320.0,563.0,239.0,7.0,3.0,4.0,0.0,130.0,516.0
56.0,458.0,198.0,3.0,4.0,7.0,5.0,3.0,202.0,135.0
168.0,355.0,653.0,414.0,3.0,9.0,0.0,14.0,9.0,498.0
302.0,447.0,133.0,384.0,3.0,7.0,0.0,7.0,189.0,63.0
632.0,280.0,327.0,276.0,6.0,2.0,3.0,9.0,204.0,387.0
172.0,436.0,681.0,167.0,4.0,10.0,8.0,23.0,108.0,57.0
9.0,3.0,198.0,106.0,4.0,11.0,5.0,23.0,349.0,99.0
545.0,311.0,172.0,436.0,7.0,2.0,4.0,7.0,336.0,375.0
564.0,284.0,614.0,143.0,1.0,19.0,2.0,14.0,313.0,225.0
29.0,50.0,198.0,0.0,2.0,8.0,5.0,35.0,288.0,302.0
530.0,645.0,159.0,531.0,0.0,12.0,2.0,35.0,196.0,526.0
389.0,400.0,337.0,129.0,0.0,4.0,2.0,9.0,357.0,324.0
113.0,603.0,165.0,316.0,5.0,5.0,2.0,14.0,355.0,263.0
115.0,430.0,268.0,460.0,4.0,7.0,2.0,9.0,276.0,28.0
558.0,2.0,198.0,125.0,5.0,7.0,0.0,32.0,356.0,360.0
20.0,26.0,198.0,265.0,4.0,1.0,4.0,0.0,369.0,316.0
11.0,14.0,198.0,60.0,7.0,8.0,4.0,7.0,190.0,97.0
2.0,345.0,198.0,116.0,0.0,13.0,2.0,14.0,40.0,190.0
2.0,3.0,198.0,26.0,5.0,14.0,5.0,9.0,362.0,43.0
1.0,215.0,198.0,384.0,4.0,9.0,2.0,2.0,145.0,237.0
524.0,151.0,198.0,17.0,6.0,8.0,0.0,32.0,192.0,411.0
85.0,5.0,198.0,4.0,0.0,9.0,0.0,5.0,335.0,260.0
406.0,230.0,475.0,298.0,0.0,19.0,6.0,14.0,205.0,211.0
461.0,568.0,653.0,262.0,5.0,18.0,2.0,14.0,303.0,115.0
606.0,112.0,515.0,274.0,6.0,2.0,4.0,7.0,110.0,455.0
224.0,435.0,115.0,126.0,0.0,3.0,4.0,23.0,185.0,372.0
665.0,138.0,257.0,412.0,0.0,9.0,8.0,7.0,189.0,487.0
262.0,100.0,196.0,158.0,7.0,5.0,2.0,2.0,248.0,135.0
492.0,128.0,317.0,256.0,4.0,8.0,4.0,14.0,177.0,568.0
101.0,194.0,259.0,328.0,4.0,1.0,4.0,35.0,158.0,205.0
232.0,419.0,291.0,135.0,4.0,7.0,5.0,35.0,80.0,328.0
312.0,92.0,265.0,524.0,0.0,3.0,2.0,9.0,362.0,186.0
31.0,414.0,198.0,60.0,5.0,9.0,2.0,32.0,197.0,320.0
371.0,462.0,295.0,350.0,7.0,6.0,4.0,14.0,220.0,109.0
116.0,163.0,533.0,431.0,0.0,15.0,2.0,23.0,124.0,3.0
99.0,301.0,411.0,469.0,7.0,6.0,2.0,35.0,293.0,153.0
299.0,294.0,129.0,109.0,0.0,2.0,2.0,9.0,91.0,392.0
552.0,328.0,270.0,537.0,0.0,17.0,6.0,14.0,313.0,293.0
622.0,284.0,413.0,463.0,4.0,0.0,2.0,14.0,239.0,164.0
387.0,194.0,428.0,107.0,3.0,14.0,2.0,32.0,228.0,108.0
150.0,354.0,48.0,205.0,0.0,6.0,4.0,2.0,109.0,174.0
9.0,12.0,198.0,203.0,6.0,3.0,4.0,0.0,113.0,398.0
236.0,343.0,149.0,392.0,0.0,6.0,2.0,9.0,288.0,42.0
151.0,383.0,649.0,491.0,6.0,4.0,4.0,2.0,228.0,464.0
0.0,5.0,198.0,254.0,4.0,9.0,0.0,23.0,217.0,432.0
443.0,366.0,2.0,367.0,5.0,13.0,2.0,35.0,31.0,115.0
300.0,651.0,679.0,338.0,4.0,9.0,8.0,23.0,79.0,522.0
508.0,123.0,269.0,539.0,4.0,1.0,2.0,35.0,199.0,302.0
300.0,93.0,452.0,430.0,0.0,10.0,2.0,14.0,263.0,542.0
477.0,116.0,346.0,502.0,5.0,17.0,2.0,35.0,339.0,181.0
5.0,7.0,198.0,319.0,5.0,4.0,4.0,3.0,119.0,404.0
487.0,320.0,437.0,303.0,0.0,9.0,2.0,35.0,349.0,58.0
413.0,490.0,198.0,5.0,6.0,8.0,0.0,1.0,169.0,607.0
556.0,266.0,198.0,26.0,7.0,10.0,5.0,35.0,142.0,211.0
89.0,191.0,229.0,4.0,5.0,1.0,4.0,0.0,264.0,131.0
590.0,702.0,682.0,355.0,6.0,19.0,6.0,23.0,343.0,469.0
199.0,155.0,608.0,117.0,7.0,6.0,2.0,14.0,226.0,510.0
493.0,274.0,232.0,353.0,7.0,4.0,2.0,3.0,288.0,385.0
5.0,346.0,198.0,127.0,6.0,17.0,2.0,32.0,140.0,490.0
9.0,12.0,198.0,142.0,4.0,1.0,4.0,2.0,268.0,84.0
196.0,101.0,500.0,210.0,5.0,6.0,2.0,7.0,359.0,281.0
630.0,354.0,84.0,178.0,6.0,5.0,4.0,35.0,255.0,328.0
453.0,417.0,565.0,514.0,0.0,2.0,3.0,9.0,187.0,459.0
4.0,6.0,198.0,362.0,7.0,1.0,3.0,35.0,124.0,147.0
329.0,621.0,231.0,363.0,5.0,3.0,4.0,35.0,298.0,122.0
3.0,365.0,198.0,382.0,7.0,16.0,6.0,35.0,162.0,160.0
548.0,383.0,105.0,479.0,4.0,10.0,5.0,23.0,78.0,171.0
0.0,725.0,198.0,411.0,0.0,8.0,2.0,1.0,292.0,540.0
177.0,392.0,504.0,269.0,4.0,12.0,2.0,35.0,116.0,211.0
410.0,94.0,84.0,115.0,0.0,19.0,6.0,35.0,288.0,194.0
465.0,101.0,568.0,291.0,0.0,9.0,2.0,1.0,291.0,211.0
4.0,5.0,198.0,336.0,7.0,7.0,4.0,35.0,86.0,200.0
314.0,360.0,623.0,440.0,5.0,11.0,8.0,35.0,370.0,161.0
675.0,381.0,493.0,517.0,5.0,2.0,2.0,14.0,221.0,329.0
226.0,265.0,61.0,449.0,2.0,19.0,2.0,32.0,255.0,357.0
453.0,156.0,681.0,191.0,7.0,4.0,2.0,23.0,138.0,26.0
648.0,201.0,201.0,214.0,3.0,7.0,2.0,0.0,244.0,111.0
321.0,339.0,59.0,550.0,5.0,17.0,2.0,23.0,3.0,194.0
0.0,609.0,198.0,151.0,4.0,16.0,2.0,14.0,188.0,211.0
246.0,132.0,148.0,254.0,5.0,3.0,4.0,2.0,76.0,199.0
492.0,471.0,223.0,180.0,4.0,0.0,2.0,14.0,223.0,498.0
260.0,556.0,603.0,76.0,2.0,7.0,8.0,3.0,100.0,289.0
411.0,242.0,220.0,205.0,0.0,0.0,3.0,3.0,170.0,211.0
422.0,364.0,198.0,0.0,0.0,8.0,0.0,35.0,274.0,120.0
5.0,6.0,198.0,15.0,6.0,3.0,4.0,1.0,194.0,94.0
290.0,705.0,198.0,2.0,0.0,2.0,4.0,3.0,252.0,348.0
240.0,150.0,82.0,283.0,5.0,3.0,4.0,2.0,218.0,305.0
564.0,686.0,350.0,499.0,2.0,13.0,2.0,35.0,314.0,525.0
401.0,6.0,198.0,474.0,7.0,7.0,0.0,1.0,191.0,199.0
261.0,482.0,206.0,156.0,4.0,7.0,4.0,35.0,71.0,98.0
1.0,1.0,198.0,216.0,4.0,1.0,4.0,35.0,140.0,266.0
631.0,378.0,497.0,226.0,0.0,6.0,4.0,2.0,156.0,0.0
617.0,326.0,396.0,298.0,6.0,2.0,4.0,9.0,86.0,381.0
137.0,185.0,410.0,94.0,6.0,4.0,2.0,32.0,202.0,483.0
677.0,305.0,496.0,390.0,0.0,13.0,2.0,35.0,86.0,425.0
506.0,206.0,357.0,552.0,0.0,9.0,2.0,3.0,119.0,236.0
637.0,193.0,224.0,435.0,7.0,1.0,3.0,9.0,348.0,347.0
528.0,364.0,198.0,31.0,2.0,3.0,4.0,3.0,327.0,112.0
342.0,347.0,274.0,58.0,7.0,2.0,2.0,1.0,348.0,509.0
528.0,324.0,33.0,316.0,3.0,5.0,2.0,0.0,233.0,261.0
32.0,42.0,198.0,115.0,7.0,4.0,4.0,0.0,331.0,260.0
444.0,193.0,42.0,284.0,5.0,7.0,2.0,0.0,217.0,466.0
141.0,592.0,565.0,136.0,7.0,5.0,4.0,35.0,86.0,263.0
0.0,375.0,198.0,480.0,6.0,6.0,2.0,3.0,271.0,243.0
559.0,145.0,198.0,0.0,0.0,9.0,4.0,3.0,119.0,135.0
14.0,73.0,7.0,12.0,2.0,5.0,4.0,7.0,186.0,224.0
134.0,441.0,198.0,0.0,6.0,9.0,0.0,7.0,318.0,6.0
70.0,89.0,116.0,4.0,5.0,15.0,6.0,32.0,182.0,1.0
391.0,230.0,253.0,475.0,6.0,16.0,2.0,14.0,53.0,391.0
372.0,121.0,198.0,20.0,7.0,6.0,4.0,32.0,349.0,571.0
627.0,366.0,98.0,122.0,0.0,6.0,2.0,2.0,294.0,445.0
13.0,13.0,198.0,462.0,5.0,12.0,5.0,35.0,85.0,488.0
95.0,115.0,166.0,103.0,4.0,4.0,4.0,3.0,167.0,495.0
472.0,293.0,501.0,60.0,7.0,9.0,2.0,1.0,358.0,279.0
676.0,620.0,64.0,384.0,4.0,16.0,2.0,23.0,85.0,340.0
128.0,5.0,198.0,248.0,3.0,8.0,0.0,14.0,335.0,539.0
526.0,224.0,291.0,92.0,5.0,1.0,5.0,0.0,142.0,499.0
0.0,9.0,198.0,319.0,7.0,8.0,5.0,32.0,308.0,2.0
365.0,315.0,132.0,196.0,0.0,4.0,2.0,14.0,338.0,211.0
509.0,711.0,619.0,488.0,3.0,10.0,5.0,23.0,167.0,505.0
594.0,279.0,81.0,543.0,0.0,5.0,2.0,35.0,275.0,443.0
140.0,281.0,385.0,300.0,4.0,8.0,5.0,23.0,271.0,238.0
108.0,323.0,421.0,100.0,7.0,1.0,3.0,9.0,85.0,62.0
5.0,7.0,198.0,87.0,4.0,1.0,4.0,14.0,105.0,558.0
6.0,13.0,198.0,275.0,5.0,8.0,5.0,7.0,150.0,464.0
500.0,584.0,378.0,507.0,3.0,15.0,2.0,9.0,327.0,395.0
34.0,85.0,54.0,0.0,7.0,13.0,6.0,14.0,348.0,440.0
358.0,238.0,498.0,547.0,5.0,0.0,2.0,7.0,333.0,295.0
678.0,214.0,205.0,131.0,0.0,7.0,2.0,23.0,298.0,365.0
187.0,2.0,198.0,346.0,3.0,7.0,0.0,2.0,274.0,365.0
321.0,127.0,316.0,478.0,0.0,9.0,2.0,1.0,274.0,18.0
589.0,5.0,198.0,30.0,6.0,8.0,0.0,1.0,327.0,321.0
317.0,0.0,198.0,120.0,7.0,1.0,3.0,14.0,266.0,428.0
430.0,5.0,198.0,63.0,7.0,18.0,6.0,23.0,106.0,414.0
331.0,482.0,315.0,110.0,4.0,9.0,8.0,32.0,307.0,241.0
351.0,528.0,158.0,139.0,6.0,7.0,2.0,35.0,198.0,366.0
430.0,309.0,379.0,152.0,7.0,8.0,2.0,1.0,106.0,32.0
312.0,647.0,529.0,503.0,5.0,13.0,2.0,32.0,15.0,234.0
367.0,210.0,306.0,484.0,0.0,10.0,8.0,9.0,306.0,423.0
569.0,249.0,188.0,521.0,0.0,3.0,2.0,32.0,141.0,1.0
478.0,380.0,535.0,277.0,6.0,17.0,2.0,9.0,46.0,449.0
136.0,97.0,6.0,305.0,6.0,5.0,4.0,0.0,207.0,29.0
187.0,347.0,385.0,526.0,0.0,2.0,2.0,2.0,317.0,314.0
348.0,103.0,575.0,258.0,4.0,0.0,2.0,23.0,150.0,463.0
12.0,439.0,198.0,400.0,0.0,10.0,0.0,14.0,96.0,460.0
634.0,426.0,198.0,42.0,7.0,5.0,4.0,1.0,324.0,349.0
229.0,665.0,421.0,390.0,2.0,2.0,2.0,32.0,173.0,108.0
332.0,299.0,370.0,494.0,5.0,6.0,2.0,35.0,164.0,383.0
242.0,9.0,198.0,429.0,4.0,5.0,0.0,9.0,265.0,447.0
329.0,126.0,437.0,452.0,0.0,6.0,0.0,0.0,342.0,186.0
343.0,11.0,198.0,381.0,7.0,8.0,5.0,14.0,288.0,484.0
219.0,534.0,19.0,548.0,7.0,9.0,8.0,32.0,287.0,500.0
496.0,476.0,423.0,127.0,3.0,9.0,8.0,9.0,330.0,120.0
495.0,177.0,373.0,164.0,5.0,7.0,2.0,35.0,366.0,425.0
304.0,473.0,451.0,331.0,7.0,19.0,2.0,32.0,320.0,144.0
435.0,468.0,349.0,313.0,7.0,1.0,3.0,23.0,266.0,462.0
22.0,28.0,198.0,500.0,4.0,1.0,4.0,2.0,63.0,533.0
105.0,152.0,645.0,161.0,7.0,9.0,8.0,23.0,352.0,18.0
287.0,190.0,198.0,0.0,6.0,18.0,6.0,35.0,367.0,540.0
1.0,351.0,198.0,76.0,5.0,5.0,2.0,3.0,125.0,519.0
566.0,371.0,198.0,6.0,0.0,8.0,4.0,35.0,250.0,241.0
249.0,228.0,0.0,188.0,4.0,6.0,8.0,0.0,162.0,466.0
343.0,457.0,525.0,280.0,4.0,7.0,8.0,0.0,135.0,426.0
411.0,438.0,112.0,146.0,0.0,10.0,5.0,33.0,63.0,498.0
126.0,131.0,141.0,436.0,7.0,0.0,3.0,35.0,301.0,413.0
525.0,298.0,548.0,117.0,5.0,4.0,2.0,9.0,58.0,331.0
682.0,447.0,578.0,66.0,1.0,16.0,6.0,32.0,240.0,118.0
595.0,118.0,490.0,366.0,0.0,0.0,3.0,35.0,155.0,364.0
3.0,427.0,198.0,110.0,3.0,11.0,0.0,35.0,188.0,95.0
97.0,207.0,283.0,9.0,7.0,10.0,5.0,23.0,233.0,407.0
549.0,471.0,477.0,495.0,0.0,9.0,2.0,23.0,159.0,229.0
499.0,15.0,198.0,379.0,0.0,10.0,0.0,9.0,139.0,547.0
247.0,169.0,198.0,12.0,7.0,9.0,4.0,23.0,200.0,90.0
19.0,100.0,48.0,377.0,2.0,4.0,4.0,9.0,311.0,562.0
528.0,292.0,394.0,349.0,0.0,5.0,2.0,0.0,270.0,513.0
148.0,0.0,198.0,352.0,0.0,2.0,2.0,35.0,318.0,410.0
4.0,6.0,198.0,87.0,7.0,1.0,4.0,32.0,117.0,89.0
586.0,355.0,547.0,346.0,7.0,0.0,3.0,32.0,240.0,130.0
540.0,272.0,556.0,541.0,0.0,2.0,2.0,32.0,356.0,39.0
256.0,4.0,198.0,113.0,0.0,17.0,6.0,14.0,204.0,263.0
485.0,353.0,317.0,161.0,7.0,5.0,4.0,0.0,85.0,39.0
17.0,22.0,198.0,433.0,0.0,8.0,4.0,35.0,181.0,422.0
395.0,197.0,506.0,119.0,2.0,4.0,4.0,35.0,243.0,316.0
371.0,362.0,72.0,486.0,5.0,4.0,4.0,23.0,73.0,2.0
563.0,374.0,287.0,391.0,5.0,17.0,2.0,9.0,101.0,190.0
3.0,4.0,198.0,221.0,7.0,2.0,4.0,0.0,106.0,290.0
630.0,439.0,329.0,433.0,5.0,6.0,4.0,0.0,229.0,327.0
2.0,71.0,27.0,281.0,0.0,8.0,4.0,18.0,350.0,467.0
85.0,705.0,198.0,0.0,0.0,6.0,4.0,0.0,108.0,167.0
0.0,108.0,198.0,55.0,5.0,5.0,2.0,32.0,312.0,297.0
628.0,219.0,272.0,227.0,5.0,5.0,2.0,23.0,121.0,234.0
360.0,536.0,527.0,215.0,6.0,0.0,2.0,0.0,88.0,172.0
350.0,154.0,529.0,362.0,0.0,5.0,2.0,9.0,318.0,500.0
11.0,17.0,198.0,526.0,7.0,0.0,3.0,9.0,310.0,85.0
10.0,85.0,5.0,388.0,7.0,0.0,3.0,32.0,154.0,318.0
198.0,484.0,68.0,114.0,5.0,3.0,2.0,32.0,334.0,594.0
33.0,68.0,28.0,2.0,5.0,15.0,6.0,32.0,323.0,335.0
313.0,411.0,240.0,156.0,0.0,5.0,2.0,23.0,235.0,438.0
348.0,361.0,617.0,390.0,4.0,8.0,0.0,7.0,76.0,0.0
288.0,318.0,198.0,19.0,7.0,3.0,4.0,7.0,127.0,444.0
6.0,8.0,198.0,59.0,6.0,5.0,4.0,7.0,213.0,383.0
370.0,167.0,648.0,278.0,0.0,0.0,3.0,32.0,180.0,324.0
144.0,218.0,630.0,198.0,0.0,13.0,2.0,23.0,279.0,267.0
219.0,195.0,290.0,498.0,5.0,6.0,0.0,14.0,43.0,355.0
14.0,9.0,198.0,75.0,3.0,13.0,5.0,9.0,164.0,98.0
7.0,476.0,198.0,67.0,6.0,8.0,2.0,23.0,235.0,458.0
393.0,565.0,72.0,191.0,6.0,1.0,4.0,3.0,268.0,357.0
636.0,218.0,289.0,208.0,0.0,10.0,0.0,9.0,366.0,500.0
519.0,106.0,299.0,421.0,0.0,16.0,2.0,32.0,243.0,153.0
4.0,130.0,45.0,418.0,7.0,5.0,4.0,2.0,219.0,115.0
202.0,346.0,390.0,363.0,0.0,19.0,7.0,9.0,71.0,26.0
152.0,514.0,513.0,242.0,6.0,0.0,2.0,0.0,295.0,172.0
430.0,257.0,136.0,411.0,0.0,19.0,6.0,35.0,207.0,2.0
21.0,11.0,198.0,16.0,7.0,17.0,6.0,14.0,233.0,345.0
3.0,4.0,198.0,323.0,3.0,10.0,0.0,35.0,173.0,90.0
334.0,296.0,64.0,529.0,5.0,10.0,2.0,9.0,2.0,332.0
565.0,314.0,25.0,143.0,0.0,8.0,0.0,1.0,91.0,450.0
289.0,454.0,146.0,357.0,0.0,2.0,4.0,3.0,84.0,318.0
2.0,3.0,198.0,136.0,7.0,5.0,4.0,14.0,159.0,1.0
582.0,187.0,198.0,5.0,7.0,9.0,0.0,32.0,230.0,52.0
55.0,49.0,28.0,0.0,2.0,13.0,5.0,14.0,109.0,145.0
356.0,344.0,0.0,232.0,2.0,7.0,8.0,0.0,322.0,439.0
290.0,216.0,398.0,451.0,4.0,7.0,4.0,1.0,310.0,380.0
2.0,2.0,198.0,443.0,0.0,14.0,5.0,9.0,319.0,406.0
0.0,29.0,198.0,485.0,0.0,6.0,0.0,14.0,142.0,7.0
122.0,280.0,560.0,156.0,4.0,14.0,8.0,14.0,148.0,449.0
528.0,27.0,198.0,151.0,6.0,8.0,0.0,23.0,71.0,85.0
514.0,628.0,198.0,0.0,2.0,8.0,4.0,2.0,220.0,237.0
678.0,460.0,171.0,414.0,4.0,17.0,2.0,35.0,371.0,303.0
19.0,25.0,198.0,305.0,0.0,3.0,4.0,9.0,140.0,256.0
4.0,6.0,198.0,5.0,5.0,13.0,5.0,32.0,309.0,47.0
31.0,41.0,198.0,490.0,4.0,2.0,4.0,3.0,108.0,417.0
197.0,556.0,360.0,514.0,5.0,3.0,4.0,7.0,281.0,48.0
111.0,414.0,133.0,407.0,3.0,9.0,2.0,23.0,75.0,16.0
223.0,256.0,473.0,416.0,5.0,4.0,2.0,1.0,68.0,160.0
527.0,68.0,24.0,137.0,7.0,8.0,4.0,9.0,319.0,326.0
649.0,531.0,494.0,95.0,4.0,10.0,8.0,9.0,309.0,117.0
562.0,245.0,198.0,1.0,0.0,10.0,4.0,23.0,87.0,96.0
323.0,488.0,285.0,456.0,5.0,3.0,4.0,32.0,190.0,146.0
17.0,26.0,198.0,360.0,2.0,0.0,3.0,2.0,325.0,78.0
342.0,714.0,123.0,134.0,3.0,9.0,2.0,1.0,228.0,197.0
22.0,122.0,60.0,257.0,4.0,5.0,4.0,0.0,89.0,161.0
175.0,109.0,523.0,212.0,3.0,7.0,2.0,3.0,171.0,129.0
357.0,390.0,223.0,421.0,7.0,5.0,4.0,3.0,240.0,305.0
