title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year
Naval Ops  Commander,PS2,Simulation,Frontier Developments,8,4,8,200,3,0.03,3.32,0.02,3.42,2.02,2004
Boukoku no Aegis 2035  Warship Gunner,PS2,Simulation,Ubisoft,3,2,4,221,6.6,1.89,1.92,3.8,14.21,1.52,2005
Puzzle City,PC,Puzzle,Frontier Developments,9,7,8,266,2.06,2.31,5.77,2.6,12.74,5.17,2008
Pang  Magical Michael,DS,Puzzle,Sony Computer Entertainment,9,6,6,204,5.04,1.25,5.02,1.43,12.74,3.43,2010
G1 Jockey 2000,PS,Sports,Electronic Arts,3,4,10,163,3,1.27,4.18,1.87,10.32,2,2000
Yanya Caballista  City Skater,PS2,Sports,Omega,8,6,8,196,3,0.02,2.12,0.02,2.21,3.23,2001
Ski Doo Snowmobile Challenge,PS3,Racing,Omega,3,6,1,216,3,0.1,5.71,6.83,12.74,1.12,2009
My Horse & Me 2,PC,Sports,Frontier Developments,4,2,7,93,5.77,2.53,3.24,1.19,12.73,5.51,2008
DiRT Showdown,PC,Racing,Sony Computer Entertainment,6,4,2,268,3.13,3.16,4.2,2.24,12.73,4.46,2012
Goodbye Deponia,PC,Adventure,Amazon Game Studios,10,6,7,0.17,1.7,2.89,3.21,4.93,12.73,5.02,2013
Winning Post 7,PS2,Sports,Sony Computer Entertainment,9,3,8,101,7.88,1.77,1.34,4.83,15.82,5.05,2005
Winning Post 6,PS2,Sports,Activision,5,3,3,22,3,3.91,0.09,2.4,6.49,2.7,2003
Winning Post 5,PS2,Sports,Electronic Arts,10,1,1,289,3,4.92,0.13,5.68,10.86,3.82,2001
Winning Post 4 Maximum,PS2,Sports,Omega,6,9,8,17,3,3.38,0.06,6.28,9.78,3.09,2000
Dungeon Fighter Online,PC,Fighting,Activision,9,7,10,273,3.87,3.83,3.17,1.86,12.73,4.18,2009
Arabians Lost  The Engagement on Desert,PC,Adventure,IBM,9,10,10,145,5.97,2.19,1.56,3.01,12.73,5.07,2006
Blue Toad Murder Files  The Mysteries of Little Riddle   Episode Four,PSN,Adventure,Ubisoft,8,2,9,275,1.52,4.84,1.77,4.6,12.73,2.65,2010
Go  Sudoku,PSN,Puzzle,Frontier Developments,8,9,3,88,2.16,5.54,1.98,3.05,12.73,1.37,2006
G1 Jockey 3 2005 Nendoban,PS2,Sports,Sony Computer Entertainment,3,9,1,128,1.59,3.07,2.64,5.34,12.64,0.02,2005
G1 Jockey 3 2003,PS2,Sports,Activision,9,3,4,45,4.8,3.35,5.19,4.58,17.92,1.55,2003
G1 Jockey 3,PS2,Sports,Electronic Arts,2,2,7,94,3,0.02,0.07,0.01,0.2,2.41,2003
G1 Jockey 2,PS2,Sports,Omega,2,8,1,119,3,4.43,0.06,5.53,10.08,5.48,2000
Evidence  The Last Ritual,PC,Adventure,Omega,3,7,7,147,3.28,3.78,3.46,2.21,12.73,3.14,2006
Putrefaction 2  Void Walker,PC,Shooter,Activision,6,5,9,145,2.32,1.29,4.15,4.96,12.72,2.56,2017
The Mystery of the Crystal Portal 2,PC,Adventure,Ubisoft,7,9,1,244,1.69,1.32,5.72,3.99,12.72,6.99,2010
Toki Tori,PC,Puzzle,Electronic Arts,6,6,5,0.35,1.12,1.81,5.33,4.46,12.72,4.07,2010
Screamer Rally,PC,Racing,Frontier Developments,8,2,8,241,3.94,1.73,2.45,4.6,12.72,1.68,2011
9 Clues 2  The Ward,PC,Puzzle,Activision,8,10,5,86,4.66,1.81,4.77,1.47,12.71,2.45,2015
Professor Heinz Wolffs Gravity,PC,Puzzle,Frontier Developments,5,2,5,203,4.73,3.34,2.67,1.97,12.71,3.6,2008
Womens Murder Club  Death in Scarlet,PC,Adventure,Activision,4,4,3,22,3.3,1,2.47,5.94,12.71,1.88,2008
Tekken 6,PS3,Fighting,Omega,3,7.9,5,3.12,1.56,3.14,4.91,3.1,12.71,3.53,2009
Crazy School Games,DS,Puzzle,Electronic Arts,3,2,7,93,4.23,1.69,5.48,1.3,12.7,6.38,2009
Kokoro ga Uruou Birei Aquarium DS  Tetra   Guppy   Angelfish,DS,Simulation,Ubisoft,10,6,5,36,3.28,2.01,4.34,3.07,12.7,2.22,2007
CSI  3 Dimensions of Murder,PC,Adventure,Ubisoft,4,10,2,204,6.19,3.61,1.65,1.25,12.7,3.26,2006
World Soccer Winning Eleven 9,PC,Sports,IBM,4,5,5,114,3.08,3.24,1.96,4.41,12.69,1.13,2006
Colorful Aquarium  My Little Mermaid,PS2,Adventure,Ubisoft,6,3,10,59,5.21,2.43,2.43,2.62,12.69,1.09,2007
Tetsudou Seminar  JR Hen,DS,Simulation,Sony Computer Entertainment,5,1,3,258,4.52,2.01,4.88,1.28,12.69,2.68,2008
Circuits,PC,Puzzle,Frontier Developments,10,10,4,0.12,1.64,4.14,3.63,3.27,12.68,5.47,2014
Yakuza,PS2,Adventure,Electronic Arts,4,7.5,8,0.51,1.5,3.63,5.74,1.81,12.68,1.11,2006
Yume Neko DS,DS,Simulation,Electronic Arts,1,5,8,30,3,5.94,0.02,6.7,12.68,1.54,2008
Go  Sudoku (PSP),PSN,Puzzle,IBM,10,10,6,123,3.29,5.25,1.25,2.89,12.68,4.12,2007
Choco Ken no Omise  Patisserie & Sweets Shop Game,DS,Simulation,Electronic Arts,2,3,3,229,6.14,3.35,1.89,1.3,12.68,1.16,2006
Juiced 2  Hot Import Nights,PC,Racing,Omega,3,8,4,13,3,7.17,5.48,0.01,12.67,0.04,2008
Lost in Blue,DS,Adventure,Activision,3,5,5,30,3,0.07,0.02,0.02,0.22,1.66,2005
Cars,PC,Racing,Omega,10,10,8,150,1.64,2.97,3.94,4.12,12.67,2.11,2006
Forza Motorsport 6  Apex,PC,Racing,IBM,10,3,10,118,4.78,3.66,2.98,1.24,12.66,2.94,2016
Borderlands  Claptraps New Robot Revolution,PSN,Shooter,Frontier Developments,9,8,10,80,3.78,2.88,1.39,4.6,12.65,1.92,2010
WOW  6 Games Simulations Collection,PC,Simulation,IBM,8,2,5,294,1.01,4.55,2.47,4.62,12.65,2.04,2015
London Underground Simulator  World of Subways 3,PC,Simulation,IBM,9,5,8,201,4.52,4.21,2.49,1.43,12.65,6.55,2011
I O,PS2,Adventure,Amazon Game Studios,1,5,9,269,3.86,1.9,1.52,5.37,12.65,2.45,2006
G1 Jockey 4 2008,PS3,Sports,Ubisoft,1,4,6,300,3,3.17,3.1,6.37,12.65,4.46,2008
Tokimeki Memorial  Girls Side 1st Love Typing,PC,Adventure,Electronic Arts,7,1,3,290,2.82,1.08,2.8,6.47,13.17,1.96,2004
The Grinch,PC,Adventure,Omega,1,10,9,267,2.94,4.92,1.83,2.1,11.79,1.69,2000
Silent Hill 4  The Room,PC,Adventure,Amazon Game Studios,10,10,1,81,6.89,2.17,5.61,5.08,19.75,4.16,2004
Silent Hill 3,PC,Adventure,IBM,8,10,6,178,1.14,2.99,5.34,1.75,11.22,1.72,2003
Shadow of Destiny,PC,Adventure,Frontier Developments,4,2,5,262,3.78,1.67,1.55,3.62,10.62,2.7,2002
Wagamama * Fairy  Mirumo de Pon  Mirumo no Mahou Gakkou Monogatari,PS,Adventure,Ubisoft,7,3,3,159,6.03,4.21,4.1,3.07,17.41,2.18,2003
Tokimeki Memorial 2 Substories  Memories Ringing On,PS,Adventure,Sony Computer Entertainment,5,10,6,172,4.32,3.37,1.86,2.48,12.03,1.6,2001
Tokimeki Memorial 2 Substories  Leaping School Festival,PS,Adventure,Activision,3,9,10,299,5.4,3.23,5.17,5.3,19.1,1.45,2001
Tokimeki Memorial 2 Substories  Dancing Summer Vacation,PS,Adventure,Electronic Arts,7,5,5,263,6.81,2.9,3.09,6.22,19.02,1.79,2000
The Grinch,PS,Adventure,Omega,10,3,1,6,3,0.29,5.97,0.2,6.98,1.56,2000
Hikaru no Go  Insei Choujou Kessen,PS,Adventure,Amazon Game Studios,5,7,2,4,3.87,4.4,5.71,3.56,17.54,1.28,2002
Hikaru no Go  Heian Gensou Ibunroku,PS,Adventure,IBM,4,9,3,40,3,4.59,0.06,5.2,9.92,4.92,2002
Genso Suiko Gaiden Vol.2  Crystal Valley no Kettou,PS,Adventure,Frontier Developments,10,10,4,293,6.53,4.48,3.23,1.43,15.67,1.23,2001
Genso Suiko Gaiden Vol.1  Harmonia no Keshi,PS,Adventure,Ubisoft,5,7,8,198,5.2,1.2,5.83,1.6,13.83,4.05,2000
Wallace & Gromit  Curse of the Were Rabbit,PS2,Adventure,Sony Computer Entertainment,4,8,9,294,3,0.06,4.47,0.05,4.7,4.24,2005
Tokimeki Memorial  Girls Side,PS2,Adventure,Activision,7,2,8,17,3,1.74,0.08,2.66,4.56,3.32,2002
Zatch Bell  Mamodo Fury,PS2,Fighting,Activision,10,1,6,71,3,2.51,5.81,4.32,12.65,4.33,2006
Tokimeki Memorial 3  Yakusoku no Ano Basho de,PS2,Adventure,Omega,7,3,3,260,2.4,3.35,5.99,2.96,14.7,2.39,2001
Lets Make a Soccer Team ,PS2,Sports,Electronic Arts,8,5,10,159,3,5.67,0.23,6.52,12.65,5.47,2006
Tennis no Oji Sama  Gakuensai no Oji Sama,PS2,Adventure,IBM,8,9,4,104,7.48,2.95,2.14,1.64,14.21,2.99,2005
Real Madrid  The Game,PC,Sports,Sony Computer Entertainment,1,6,5,180,1.1,2.08,4.46,5.01,12.65,1.9,2009
Tantei Gakuen Q,PS2,Adventure,Ubisoft,4,4,2,37,4.73,2.31,3.46,5.85,16.35,3.53,2003
Shinkyouku Soukai Polyphonica  3&4 Hanashi Kanketsuhen,PC,Adventure,IBM,1,9,9,87,5.32,1.53,2.02,3.77,12.64,1.55,2007
Silent Hill 4  The Room,PS2,Adventure,Activision,1,5,1,104,3,0.25,1.82,0.19,2.77,1.56,2004
Silent Hill 3,PS2,Adventure,Electronic Arts,4,8.4,9,289,3,0.35,2.25,0.27,3.58,1.1,2003
She  the Ultimate Weapon,PS2,Adventure,Omega,7,7,2,263,7.85,4.78,5.15,3.31,21.09,0.02,2003
Shaman King  Power of Spirit,PS2,Adventure,Amazon Game Studios,5,9,3,130,3,0.06,4.86,0.05,5.1,1.59,2004
Shadow of Destiny,PS2,Adventure,IBM,8,8,4,227,3,0.09,0.03,0.07,0.4,2.01,2001
Moto X Maniac,PS2,Racing,Omega,8,6,2,216,2.33,3.29,2.6,4.42,12.64,6.2,2007
Samurai Shodown,PSN,Fighting,Ubisoft,8,2,3,165,5.95,1.64,1.87,3.18,12.64,1.17,2010
Dinner Date,PC,Adventure,Sony Computer Entertainment,6,1,4,122,3.68,3.11,1.6,4.25,12.64,1.13,2010
History Channel  Battle for the Pacific,PC,Shooter,Activision,5,7,10,290,6.11,1.1,1.85,3.57,12.63,1.01,2007
Mahou Sensei Negima  2 Jikanme ~Tatakau Otometachi  Mahora Daiundokai SP~,PS2,Adventure,Frontier Developments,5,7,10,117,6.84,3.73,1,2.98,14.55,3.45,2005
Mahou Sensei Negima  1 Jikanme ~Okochama Sensei wa Mahoutsukai ~,PS2,Adventure,Ubisoft,4,6,3,67,4.6,4.47,5.89,2.02,16.98,3.03,2005
Love Hina  Gojasu Chiratto Happening  ,PS2,Adventure,Sony Computer Entertainment,7,4,9,62,2.5,4.08,1.72,4.22,12.52,4.88,2003
Lifeline,PS2,Adventure,Activision,3,3,5,254,3,0.03,5.65,0.03,5.78,1.81,2004
King Arthur,PS2,Adventure,Electronic Arts,6,6.7,9,188,3,0.07,1.97,0.05,2.22,3.58,2004
Robin Hood  The Return of Richard,PSN,Shooter,Electronic Arts,9,2,4,74,2.68,1.48,3.13,5.34,12.63,2.24,2010
Spec Ops  Ranger Elite,PSN,Shooter,Ubisoft,7,7,9,88,4.04,3.94,3.09,1.56,12.63,1.53,2009
Freak Out   Extreme Freeride,PC,Sports,Omega,8,6,1,14,4.53,3.6,2.28,2.22,12.63,3.55,2007
MX vs ATV All Out,PC,Racing,Sony Computer Entertainment,10,8,9,175,6.65,1.47,2.68,1.83,12.63,0.01,2018
Nation Red,PC,Shooter,Frontier Developments,6,4,9,48,4.5,2.13,4.97,1.02,12.62,6.26,2009
TMNT  Mutant Melee,PC,Fighting,Sony Computer Entertainment,2,3,7,218,4.68,1.1,5.85,4.99,16.62,1.91,2005
Teenage Mutant Ninja Turtles  Mutant Melee,PS2,Fighting,Activision,9,4,1,215,2.12,1.03,2.99,5.35,11.49,0.02,2005
Rumble Roses,PS2,Fighting,Electronic Arts,10,5,3,186,3,0.19,1.08,0.15,1.81,3.36,2004
Mar Heaven  Ärm Fight Dream,PS2,Fighting,Omega,10,3,10,290,2.97,3.02,3.84,1.53,11.36,3.85,2005
L2  Love x Loop,PS2,Adventure,Electronic Arts,10,3,1,224,4.13,3.15,1.31,4.03,12.62,4.4,2009
Ashita no Joe  Masshiro ni Moe Tsukiro ,PS2,Fighting,IBM,1,9,1,127,7.78,2.55,1.06,4.33,15.72,4.59,2003
Ougon Musou Kyoku,PC,Fighting,Activision,8,2,10,164,1.51,4.59,1.36,5.16,12.62,4.14,2010
Pro Bull Riders  Out of the Chute,PSN,Sports,Ubisoft,6,1,2,209,3.34,2.38,1.71,5.18,12.61,2.97,2008
Aztaka,PC,Adventure,Ubisoft,5,6,4,203,4.67,2.44,1.26,4.23,12.6,1.4,2009
Cinnamoroll  KuruKuru Sweets Paradise,DS,Simulation,Activision,6,3,10,163,6.1,2.29,1.8,2.41,12.6,6.33,2007
Guilty Gear Xrd  Sign,PC,Fighting,Omega,7,2,3,0.14,4.17,1.63,1.3,5.49,12.59,2.64,2015
Bomberman Collection,PC,Puzzle,Omega,9,9,10,211,1.61,4.09,5.18,4.88,15.76,6.41,2003
Tokimeki Memorial 2  Taisen Pazurudama,PS,Puzzle,Amazon Game Studios,9,3,3,61,4.77,3.41,2.9,4.6,15.68,6.13,2001
PlanetSide 2,PS4,Shooter,Frontier Developments,9,10,6,89,7,1.07,2.82,1.7,12.59,0.04,2015
Mikagura Shoujo Tanteidan,PSN,Adventure,Ubisoft,10,4,10,145,1.5,3.81,2.69,4.59,12.59,2.89,2009
Woody Woodpecker Racing,PC,Racing,Ubisoft,7,9,7,92,5.63,4.74,2.02,3.87,16.26,2.08,2001
Whiteout,PC,Racing,Sony Computer Entertainment,1,8,3,96,1.33,3.12,3.01,3.3,10.76,1.92,2002
Woody Woodpecker Racing,PS,Racing,Activision,7,4,10,122,3,0.06,5.7,0.04,5.91,2.05,2000
Whiteout,PS2,Racing,Electronic Arts,7,4,3,69,3,0.01,3.13,0.01,3.17,1.49,2002
Kaido Racer,PS2,Racing,Omega,4,4,2,276,6.35,4.65,4.51,5.7,21.21,2.83,2005
Enthusia Professional Racing,PS2,Racing,Amazon Game Studios,9,9,9,83,3,0.07,4.24,0.06,4.52,2.31,2005
PopCap Hits  Vol 1,PS2,Puzzle,Activision,6,4,7,153,6.22,1.37,1.06,3.94,12.59,1.69,2007
Alliance of Valiant Arms,PC,Shooter,IBM,10,1,4,113,2.46,1.16,5.99,2.97,12.58,3.44,2009
Dragon Booster,DS,Shooter,Ubisoft,8,3,8,242,3,0.02,4.03,1.07,5.14,6.69,2005
PixelJunk Shooter,PC,Shooter,Activision,6,1,5,66,2.31,6.32,1.21,2.74,12.58,1.49,2006
Youtubers Life,PC,Simulation,Omega,4,5,2,0.71,1.5,3.23,2.27,5.58,12.58,0.03,2008
Apocalyptica,PC,Shooter,Electronic Arts,9,3,8,254,3.56,2.13,5.46,3.11,14.26,1.7,2004
Kaettekita Cyborg Kuro Chan,PS,Shooter,Omega,6,8,2,127,3.1,3.58,3.7,2.62,13,4.31,2002
Puzzle Quest  Galactrix,DS,Puzzle,Frontier Developments,9,5,7,79,3,0.15,5.71,6.55,12.57,3.75,2009
Silent Scope 3,PS2,Shooter,IBM,1,8,7,219,3,0.08,1.83,0.06,2.13,0.02,2002
Silent Scope 2  Dark Silhouette,PS2,Shooter,Frontier Developments,5,2,6,55,3,0.09,3.31,0.07,3.66,4.6,2001
Silent Scope,PS2,Shooter,Ubisoft,4,5,7,34,3,0.19,1.44,0.15,2.16,2.59,2000
Police 24 7,PS2,Shooter,Sony Computer Entertainment,6,9,2,125,6.86,3.28,3.49,3.1,16.73,1.17,2002
Neo Contra,PS2,Shooter,Activision,5,6.9,10,119,3,0.1,1.85,0.08,2.24,1.26,2004
Ichigeki Sacchuu   HoiHoi San,PS2,Shooter,Electronic Arts,10,3,5,265,3.36,4.76,3.74,2.27,14.13,1.98,2003
Gradius V,PS2,Shooter,Omega,7,10,8,105,3,0.05,1.02,0.04,1.2,3.81,2004
Gradius III and IV,PS2,Shooter,Amazon Game Studios,1,10,8,228,3,0.04,5.04,0.03,5.19,1.15,2000
Contra  Shattered Soldier,PS2,Shooter,IBM,5,7.3,3,94,3,0.28,5.63,0.22,6.71,1.99,2002
Rocket Arena,PS4,Shooter,Electronic Arts,10,10,7,161,3.92,3.88,1.45,3.32,12.57,1.04,2020
HIS (Heroes In the Sky),PC,Simulation,Electronic Arts,7,10,7,108,2.13,3.71,2.82,3.91,12.57,1.05,2015
PDC World Championship Darts,PC,Sports,Omega,7,1,6,155,7.17,1.63,1.62,2.15,12.57,6.08,2006
A Vampyre Story,PC,Adventure,Activision,2,8,3,221,3,7.98,4.56,0.01,12.57,6.52,2008
Rapala Trophies,PSN,Sports,Activision,7,6,6,238,2.22,1.89,1.52,6.93,12.56,5.56,2009
Shikigami no Shiro III,PC,Shooter,Sony Computer Entertainment,1,8,5,118,3.67,1.07,4.47,3.35,12.56,3.74,2006
Shadowgrounds,PC,Shooter,IBM,3,6.8,9,118,1.69,2.59,4.58,3.7,12.56,1.62,2006
Mortimer Beckett and the Secrets of Spooky Manor,PC,Puzzle,Amazon Game Studios,3,2,5,86,3.53,3.65,1.86,3.52,12.56,3.31,2008
Penumbra  Black Plague,PC,Adventure,Frontier Developments,10,2,1,272,4.03,2.14,1.59,4.8,12.56,3.25,2008
Moshimo Ashita ga Hare Naraba,PC,Adventure,Sony Computer Entertainment,6,1,8,193,4.83,4.62,1.26,1.85,12.56,1.75,2006
Free Running,PSN,Sports,Electronic Arts,3,1,3,203,5.92,2.4,2.44,1.8,12.56,6.37,2009
Iggle Pop  Deluxe,PC,Puzzle,Sony Computer Entertainment,7,3,7,83,2.36,3.29,1.76,5.14,12.55,1.61,2006
Starhawk,PS3,Shooter,Electronic Arts,7,1,3,141,3,5.99,0.02,6.52,12.55,1.01,2012
The Pedestrian,PC,Puzzle,Ubisoft,7,6,4,177,4.37,2.56,1.81,3.81,12.55,2.41,2019
Hot Shots Golf  Open Tee 2,PSN,Sports,Omega,1,8,3,266,1.11,5.02,1.8,4.61,12.54,0.03,2009
Acceleration of Suguri X Edition,PSN,Fighting,Sony Computer Entertainment,9,2,6,219,4.2,1.68,1.54,5.12,12.54,4.58,2011
Rogue Trooper,PC,Shooter,Frontier Developments,2,2,6,283,1.7,4.75,1.55,4.53,12.53,0.02,2006
Foto Frenzy  Spot The Diffrence,DS,Puzzle,Activision,8,3,7,230,3,0.29,5.74,6.19,12.53,0.01,2009
Summer Athletics 2009,PC,Sports,Amazon Game Studios,7,8,5,177,3.38,2.19,3.51,3.44,12.52,1.51,2009
Shuumatsu Otome Gensou Alicematic Apocalypse,PS2,Adventure,Frontier Developments,5,7,2,41,3,7.59,0.01,4.91,12.52,1.76,2008
Gran Turismo HD Install Disc,PS3,Racing,Sony Computer Entertainment,10,7,9,13,3.96,4.28,1.8,2.48,12.52,4.21,2007
Shrek Smash n Crash Racing,PS2,Racing,Activision,3,5,7,96,4.87,1.64,2.32,3.68,12.51,2.44,2006
Cocoto Fishing Master,PS2,Sports,Activision,9,2,8,284,5.23,1.73,2.97,2.58,12.51,6.42,2007
Control,PS4,Adventure,Sony Computer Entertainment,8,9,7,174,3.92,1.52,5.79,1.27,12.5,5.84,2019
Natalie Brooks  The Treasures of the Lost Kingdom,DS,Adventure,Activision,6,5,2,128,3,3.52,3.92,5.05,12.5,1.16,2010
Arcade Darts,PSN,Sports,Omega,9,5,9,281,2.34,3.56,3.37,3.23,12.5,0.01,2010
Dora the Explorer  Lost and Found Adventure,PC,Adventure,Ubisoft,6,8,7,198,3.29,3.55,2.55,3.11,12.5,2.26,2009
Rozen Maiden  Duellwalzer,PS2,Adventure,Omega,4,10,3,19,3,6.73,0.02,5.72,12.49,0.02,2006
Katekyoo Hitman Reborn  DS Flame Rumble X   Mirai Chou Bakuhatsu  ,DS,Fighting,IBM,3,3,8,81,3,5.5,0.06,6.87,12.49,0.01,2009
Dance Dance Revolution,PC,Simulation,Omega,3,6,1,188,7,4.6,4.95,1.39,17.94,2.27,2002
Muscle Ranking   Kinniku Banzuke  Road to Sasuke,PS,Simulation,Amazon Game Studios,4,6,5,250,4.07,2.28,4.5,5.34,16.19,0.03,2000
Dancing Stage Party Edition,PS,Simulation,IBM,8,4,5,216,4.78,4.12,3.22,6.69,18.81,0.02,2002
Dancing Stage Fusion,PS,Simulation,Frontier Developments,3,7,7,220,2.68,3.82,2.17,1.26,9.93,0.07,2004
Dancing Stage Fever,PS,Simulation,Ubisoft,8,8,3,66,2.07,4.28,2.61,1.6,10.56,0.02,2003
Dancing Stage featuring Dreams Come True,PS,Simulation,Sony Computer Entertainment,5,7,2,186,1.59,4.23,3.05,5.04,13.91,2.07,2000
Dancing Stage EuroMix,PS,Simulation,Activision,5,10,3,166,7.03,1.24,4.68,3.08,16.03,2.36,2001
Dance Dance Revolution Oha Star,PS,Simulation,Electronic Arts,4,4,4,222,5.52,2.92,3.24,4.31,15.99,0.02,2000
Dance Dance Revolution Konamix,PS,Simulation,Omega,5,10,10,260,1.94,1.16,1.36,1.47,5.93,6.37,2002
Dance Dance Revolution Extra Mix,PS,Simulation,Amazon Game Studios,7,5,3,198,3,3.36,0.02,1.49,4.89,5.88,2001
Dance Dance Revolution Disney Mix,PS,Simulation,IBM,2,10,1,267,3,0.02,1.08,0.02,1.16,0.01,2001
Dance Dance Revolution Best Hits,PS,Simulation,Frontier Developments,9,7,10,126,7.7,2.55,3.3,1.89,15.44,3.96,2000
Dance Dance Revolution 5thMix,PS,Simulation,Ubisoft,10,4,4,55,4.5,1.79,3.49,1.72,11.5,2.98,2001
Dance Dance Revolution 4th Mix,PS,Simulation,Sony Computer Entertainment,2,3,7,63,5.94,3.25,1.79,6.48,17.46,0.01,2001
Dance Dance Revolution 3rdMix,PS,Simulation,Activision,6,7,2,44,3,4.55,0.33,6.32,11.56,2.5,2000
Dance Dance Revolution (North America),PS,Simulation,Electronic Arts,3,3,1,186,3,0.08,4.61,0.06,4.9,0.02,2001
BeatMania  The Sound of Tokyo   produced by KONISHI yasuharu ,PS,Simulation,Omega,3,3,2,49,6.43,2.3,2.97,5.42,17.12,1.08,2001
BeatMania featuring Dreams Come True,PS,Simulation,Amazon Game Studios,5,2,5,244,4.1,2.07,5.79,4.67,16.63,1.34,2000
BeatMania Best Hits,PS,Simulation,IBM,5,5,5,22,7.09,3.92,1.5,6.98,19.49,5.88,2000
BeatMania Append GottaMix2  Going Global,PS,Simulation,Frontier Developments,2,8,8,177,6.38,2.47,3.95,1.8,14.6,0.01,2000
BeatMania Append ClubMix,PS,Simulation,Ubisoft,4,9,8,49,3.48,3.9,5.77,4.7,17.85,1.69,2000
BeatMania Append 5thMix  Time to get down,PS,Simulation,Sony Computer Entertainment,10,8,5,179,7.8,3.41,4.7,3.39,19.3,1.95,2000
BeatMania 6thMix   Core Remix,PS,Simulation,Activision,5,10,4,158,7.61,2.08,4.56,5.19,19.44,5.54,2002
BeatMania (PAL),PS,Simulation,Electronic Arts,10,1,2,83,5.31,4.21,1.48,5.48,16.48,1.85,2001
Your Smiles in My Heart,PS,Simulation,Omega,8,7,2,115,7.8,4.34,2.55,5.54,20.23,4.8,2000
Zone of the Enders  The 2nd Runner,PS2,Simulation,Amazon Game Studios,2,8.6,3,77,3,0.15,0.11,0.12,0.79,3.4,2003
Zone of the Enders,PS2,Simulation,IBM,9,7.5,8,52,3,0.3,0.13,0.24,1.42,0.04,2001
S.L.A.I.  Steel Lancer Arena International,PS2,Simulation,Frontier Developments,9,9,1,102,3,0.01,4.45,0.01,4.5,6.62,2005
Aqua Panic  Oasis,PSN,Puzzle,Ubisoft,6,9,6,195,1.43,3.75,5.2,2.11,12.49,6.59,2007
Papo & Yo,PSN,Adventure,Sony Computer Entertainment,8,6,5,249,3.86,2.75,4.84,1.03,12.48,1.1,2012
Tom Clancys Rainbow Six  Patriots,PC,Shooter,Ubisoft,9,6,4,52,2.52,1.65,4.81,3.5,12.48,3.11,2014
Catherine Classic,PC,Puzzle,Amazon Game Studios,7,4,6,108,4.09,2.98,1.07,4.33,12.47,5.71,2019
WipEout,PSN,Racing,Omega,6,7,5,246,1.15,2.69,3.15,5.48,12.47,3.03,2007
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,Simulation,Amazon Game Studios,3,3,3,242,3,4.21,0.06,5.85,10.18,5.4,2000
Apathy  Narugami Gakuen Toshi Densetsu Tantei Kyoku,DS,Adventure,Sony Computer Entertainment,1,7,8,116,1.48,1.82,3.34,5.82,12.46,0.02,2007
Infinite  Beyond The Mind,PS4,Board Game,Sony Computer Entertainment,8,9,8,212,4.48,3.83,1.66,2.49,12.46,5.79,2020
GitaDora  Guitar Freaks 4thMix & DrumMania 3rdMix,PS2,Simulation,Ubisoft,8,8,7,148,5.4,4.58,1.39,3.84,15.21,2.95,2001
DrumMania 7th Mix,PS2,Simulation,Sony Computer Entertainment,2,4,9,12,3,4.51,0.03,2.21,6.78,4.86,2002
DrumMania,PS2,Simulation,Activision,8,9,1,196,3,1.82,0.15,5.71,7.83,0.01,2000
DDRMAX2  Dance Dance Revolution 7th Mix,PS2,Simulation,Electronic Arts,6,2,2,143,3.34,1.94,3.43,2.66,11.37,0.01,2003
DDRMAX2  Dance Dance Revolution,PS2,Simulation,Omega,9,1,3,31,1.81,1.05,5.08,0.59,8.53,0.02,2003
DDRMAX  Dance Dance Revolution 6th Mix,PS2,Simulation,Amazon Game Studios,5,4,5,78,6.32,2.15,5.51,6.24,20.22,3.92,2002
DDRMAX  Dance Dance Revolution,PS2,Simulation,IBM,9,6,7,225,1,4.05,5.47,5.2,15.72,2.48,2002
DDR Festival  Dance Dance Revolution,PS2,Simulation,Frontier Developments,3,9,4,157,7.63,3.92,5.36,1.67,18.58,5.6,2004
Dancing Stage Max,PS2,Simulation,Ubisoft,3,10,4,278,6.6,2.71,5.98,5.8,21.09,5.85,2005
Dancing Stage Fusion,PS2,Simulation,Sony Computer Entertainment,1,2,8,261,5.25,4.5,3.6,4.55,17.9,0.01,2004
Dancing Stage Fever,PS2,Simulation,Activision,9,1,6,184,5.4,1.39,5.93,5.93,18.65,6.1,2003
Medal of Honor  Above and Beyond,PC,Shooter,Electronic Arts,9,10,6,211,3.65,3.16,1.05,4.6,12.46,0.01,2020
Football Manager Handheld 2010,PSN,Sports,Electronic Arts,8,6,10,281,7.59,1.6,2.06,1.21,12.46,1.03,2009
Tokyo Chronos,PS4,Adventure,Ubisoft,7,9,6,80,2.99,5.44,1.05,2.98,12.46,2.02,2019
Spec Ops  Airborne Commando,PSN,Shooter,Activision,7,5,1,261,2.38,7.42,1.19,1.47,12.46,0.01,2009
Paws & Claws Pet Vet  Australian Adventures,PC,Simulation,Omega,7,4,5,220,1.19,3.5,1.08,6.69,12.46,0.02,2008
Red Orchestra  Ostfront 41 45,PC,Shooter,Omega,10,3,2,0.85,5.24,1.23,4.27,1.72,12.46,3.78,2006
Dance Dance Revolution Party Collection,PS2,Simulation,Sony Computer Entertainment,5,10,2,89,1.98,2.87,1.26,1.8,7.91,3.12,2003
