title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year
Return to Castle Wolfenstein  Operation Resurrection,PS2,Shooter,Activision,10.0,7.0,10.0,48.0,3.0,0.26,2.63,0.2,3.62,1.73,2003
Moving Out,PS4,Simulation,Amazon Game Studios,7.0,10.0,2.0,3.0,8.0,4.83,1.71,3.1,17.64,2.37,2020
DiRT 4,PC,Racing,Frontier Developments,8.0,8.0,5.5,236.0,3.0,3.67,2.52,0.01,6.21,0.02,2017
The King of Fighters 02 03,PS2,Fighting,IBM,9.0,8.0,7.0,79.0,3.0,0.03,1.61,0.03,1.74,5.17,2005
Baby Pals,DS,Simulation,Amazon Game Studios,7.0,8.0,5.0,127.0,3.0,0.26,5.12,0.01,5.67,5.33,2007
Asa no Konai Yoru ni Dakarete  Eternal Night,PC,Adventure,Activision,4.0,10.0,2.0,139.0,5.37,3.83,1.65,3.65,14.5,6.25,2002
Half Life,PS2,Shooter,IBM,6.0,8.4,8.0,121.0,3.0,0.29,5.75,0.23,6.87,2.31,2001
Ford Bold Moves Street Racing,PC,Racing,Electronic Arts,4.0,1.0,5.0,150.0,3.88,2.06,5.51,6.14,17.59,4.23,2006
Silent Scope 3,PS2,Shooter,IBM,1.0,8.0,7.0,219.0,3.0,0.08,1.83,0.06,2.13,0.02,2002
The Sims 2  University,PC,Simulation,Electronic Arts,5.0,9.0,2.0,109.0,3.0,0.01,3.68,0.04,3.78,3.85,2005
Space Invaders Revolution,DS,Shooter,Sony Computer Entertainment,6.0,9.0,3.0,266.0,3.0,0.01,2.93,6.9,9.85,1.96,2005
Big Money Deluxe,PC,Puzzle,Sony Computer Entertainment,10.0,2.0,1.0,258.0,2.23,1.94,4.28,4.69,13.14,5.11,2006
39 Days to Mars,PC,Adventure,IBM,10.0,2.0,6.0,94.0,4.67,2.96,5.95,4.5,18.08,4.31,2018
BlazBlue  Continuum Shift   Valkenhayn R. Hellsing,PSN,Fighting,Sony Computer Entertainment,9.0,4.0,9.0,286.0,4.03,6.87,1.18,5.36,17.44,2.55,2018
Prison Break  The Conspiracy,PC,Adventure,Frontier Developments,6.0,2.5,8.0,263.0,2.36,1.56,5.58,5.51,15.01,2.29,2010
Harukanaru Toki no Naka de 3  Unmei no Meikyuu,PS2,Adventure,Frontier Developments,5.0,5.0,2.0,221.0,1.03,1.46,5.78,5.87,14.14,4.99,2006
C.O.R.E.,DS,Shooter,Omega,7.0,4.4,6.0,249.0,3.0,0.03,4.54,5.55,10.16,2.56,2009
Ford Racing,PC,Racing,Omega,1.0,5.0,1.0,228.0,2.09,2.71,4.63,2.6,12.03,5.38,2000
Hajime no Ippo 2  Victorious Road,PS2,Fighting,Electronic Arts,10.0,4.0,3.0,172.0,6.14,2.05,1.64,4.11,13.94,4.07,2004
GunPey DS,DS,Puzzle,Sony Computer Entertainment,5.0,1.0,2.0,21.0,3.0,0.04,2.84,5.59,8.52,1.01,2006
Land of the Dead  Road to Fiddlers Green,PC,Shooter,Ubisoft,6.0,2.0,9.0,34.0,3.06,3.61,4.12,6.22,17.01,5.77,2005
Tyco RC  Assault with a Battery,PS,Racing,Ubisoft,6.0,7.0,1.0,120.0,3.0,0.06,1.86,0.04,2.07,2.96,2000
BeatMania  The Sound of Tokyo   produced by KONISHI yasuharu ,PS,Simulation,Omega,3.0,3.0,2.0,49.0,6.43,2.3,2.97,5.42,17.12,1.08,2001
Boorps Balls,PC,Puzzle,Sony Computer Entertainment,10.0,1.0,4.0,204.0,2.36,7.08,1.33,6.68,17.45,3.51,2015
Netsu Chu  Pro Yakyuu 2002,PS2,Sports,Omega,7.0,3.0,8.0,282.0,3.0,3.0,0.25,3.63,7.13,1.9,2002
Katakamuna  Ushinawareta Ingaritsu,PS2,Adventure,Ubisoft,1.0,3.0,1.0,236.0,3.28,3.45,2.95,5.05,14.73,0.02,2004
Gallop Racer Inbreed,PS2,Sports,Amazon Game Studios,2.0,6.0,10.0,270.0,3.0,3.82,0.02,2.13,5.99,4.96,2006
Nightmares From The Deep  The Cursed Heart,PS4,Puzzle,Electronic Arts,10.0,5.0,8.0,237.0,4.09,3.78,1.81,2.42,12.1,4.92,2016
Tantei Gakuen Q,PS2,Adventure,Ubisoft,4.0,4.0,2.0,37.0,4.73,2.31,3.46,5.85,16.35,3.53,2003
Zero no Tsukaima  Maigo no Period to Ikusen no Symphony,PS2,Adventure,Amazon Game Studios,5.0,5.0,6.0,81.0,3.0,4.13,0.01,6.02,10.17,4.48,2008
Imagine  Babyz Fashion,DS,Simulation,Ubisoft,8.0,6.0,1.0,223.0,3.0,0.17,5.37,5.62,11.35,3.6,2009
LEGO Harry Potter  Years 1 4,PC,Adventure,IBM,9.0,8.2,10.0,166.0,3.0,0.04,5.41,0.01,5.51,3.99,2010
SeaWorld Adventure Parks  Shamus Deep Sea Adventure,DS,Adventure,Sony Computer Entertainment,8.0,9.0,2.0,278.0,3.0,0.05,4.16,1.82,6.08,0.03,2005
Bookworm Adventures Volume 2,PC,Puzzle,Frontier Developments,8.0,8.3,4.0,275.0,4.39,1.09,1.4,2.77,9.65,4.81,2009
The Sims 2  Castaway,PSN,Simulation,Electronic Arts,10.0,7.0,4.0,7.0,7.17,4.0,1.66,6.11,18.94,4.92,2009
QuantZ,PC,Puzzle,Omega,8.0,8.0,10.0,222.0,6.18,3.83,4.23,4.37,18.61,5.33,2008
Rosario to Vampire CAPU 2  Koi to Yume no Kyousoukyoku,PS2,Adventure,Sony Computer Entertainment,10.0,4.0,5.0,162.0,3.0,4.27,0.01,5.68,9.97,5.3,2009
Real Soccer 2008,DS,Sports,Ubisoft,6.0,4.0,7.0,183.0,3.0,0.03,4.82,2.21,7.1,4.79,2008
MotoGP  URT   Ultimate Racing Technology,PC,Racing,Ubisoft,8.0,1.0,3.0,38.0,5.13,4.1,1.62,1.24,12.09,4.78,2002
Influence,PSN,Puzzle,Amazon Game Studios,10.0,3.0,5.0,228.0,1.56,4.38,4.32,5.3,15.56,5.8,2010
SSX On Tour,PSN,Sports,Electronic Arts,6.0,8.1,8.0,157.0,2.34,2.26,1.07,3.07,8.74,6.37,2011
Gangs of London,PSN,Adventure,Omega,9.0,5.0,2.0,174.0,4.69,4.68,2.81,3.49,15.67,1.53,2007
Sentris,Linux,Simulation,Sony Computer Entertainment,9.0,6.0,9.0,174.0,5.38,7.45,5.96,4.13,22.92,3.81,2015
Manifold Garden,PC,Puzzle,Electronic Arts,8.0,4.0,6.0,54.0,3.01,7.14,5.85,6.97,22.97,5.4,2014
Max Payne,PS2,Shooter,Electronic Arts,1.0,8.1,1.0,193.0,3.31,1.99,0.05,1.05,6.4,2.18,2001
DS Puzzler  Numpla Fan & Oekaki Logic,DS,Puzzle,Sony Computer Entertainment,7.0,4.0,3.0,274.0,1.07,7.65,1.2,1.03,10.95,2.37,2006
Barbie as Rapunzel  A Creative Adventure,PC,Adventure,Sony Computer Entertainment,9.0,3.0,7.0,232.0,1.78,6.06,3.07,2.75,13.66,4.42,2002
Monster Madness  Grave Danger,PS3,Shooter,Ubisoft,6.0,3.0,7.0,170.0,3.0,0.05,5.49,0.01,5.61,6.55,2008
Tenshou Gakuen Gekkouroku,PS2,Adventure,Activision,10.0,8.0,6.0,293.0,3.0,3.97,0.04,2.8,6.85,4.86,2006
Call of Duty 4  Modern Warfare,PSN,Shooter,Activision,8.0,10.0,9.0,259.0,1.43,2.21,2.37,5.16,11.17,5.8,2011
Kamaitachi no Yoru × 3,PS2,Adventure,IBM,6.0,5.0,10.0,0.19,1.67,2.85,1.51,5.56,11.59,4.99,2006
Knights of the Temple  Infernal Crusade,PS2,Adventure,Sony Computer Entertainment,1.0,4.0,4.0,229.0,3.89,6.76,4.33,4.63,19.61,4.93,2004
Silent Hunter  Wolves of the Pacific,PC,Simulation,Ubisoft,7.0,2.0,8.0,273.0,3.0,5.44,2.33,0.04,7.85,1.26,2007
Turok,PC,Shooter,Ubisoft,10.0,3.0,3.0,284.0,3.0,3.45,5.34,0.01,8.81,1.32,2008
Rise of Flight  The First Great Air War,PC,Simulation,Ubisoft,6.0,8.0,5.0,261.0,1.45,5.88,1.45,3.91,12.69,5.08,2001
World Snooker Championship 2005,PC,Sports,Activision,1.0,7.0,5.0,25.0,6.95,1.67,5.85,4.7,19.17,1.46,2005
Tago Akira no Atama no Taisou Dai 1 Shuu  Nazotoki Sekai Isshuu Ryokou,DS,Adventure,IBM,2.0,10.0,9.0,262.0,3.0,1.21,0.03,5.75,7.02,3.14,2009
Singles  Flirt Up Your Life,PC,Simulation,Activision,2.0,4.0,7.0,127.0,3.6,4.35,5.17,5.12,18.24,4.38,2004
Aerial Strike  The Yager Missions,PC,Shooter,Frontier Developments,8.0,8.0,4.0,50.0,3.75,2.27,2.72,6.44,15.18,3.23,2005
Bleach  Dark Souls (JP sales),DS,Fighting,Activision,5.0,2.0,7.0,254.0,3.0,2.45,0.1,1.23,3.88,1.61,2008
Another World,PS4,Adventure,Activision,9.0,1.0,9.0,216.0,7.05,2.62,2.3,1.27,13.24,6.33,2016
Assassins Creed,PC,Adventure,Ubisoft,9.0,7.6,8.0,109.0,3.0,0.01,2.93,0.84,4.69,6.94,2008
Cook Serve & Delicious 3,PS4,Simulation,Activision,7.0,2.0,6.0,84.0,5.17,4.47,1.68,3.64,14.96,4.78,2020
Borderlands  Game of the Year Edition,PC,Shooter,Frontier Developments,6.0,1.0,4.0,279.0,3.0,3.13,1.26,0.02,4.44,2.02,2010
G1 Jockey 2,PS2,Sports,Omega,2.0,8.0,1.0,119.0,3.0,4.43,0.06,5.53,10.08,5.48,2000
Gouketsuji Ichizoku 2  Chottodake Saikyou Densetsu,PSN,Fighting,IBM,6.0,9.0,7.0,259.0,1.16,6.98,2.75,4.72,15.61,3.93,2011
Section 8  Prejudice,PS3,Shooter,Ubisoft,8.0,6.8,6.0,85.0,5.39,6.66,3.66,5.7,21.41,4.07,2005
NHL Hitz 20 03,PS2,Sports,Amazon Game Studios,9.0,2.0,7.0,97.0,3.0,0.14,2.6,0.11,3.13,1.51,2002
Jump Super Stars,DS,Fighting,Frontier Developments,2.0,1.0,4.0,243.0,3.0,2.06,0.55,5.49,8.65,2.67,2005
Charm Girls Club  My Fashion Show,DS,Simulation,Electronic Arts,9.0,3.0,1.0,190.0,3.0,0.08,3.77,3.9,7.83,4.38,2009
Simple Characters 2000 Series Vol. 16  Ganba no Bouken  The Puzzle Action,PS,Puzzle,Electronic Arts,9.0,6.0,8.0,198.0,6.89,2.12,4.45,2.46,15.92,2.27,2003
Primrose,PC,Puzzle,Activision,2.0,7.0,10.0,199.0,1.49,4.68,5.25,6.44,17.86,5.68,2009
Bangai O Spirits,DS,Shooter,Activision,9.0,8.4,10.0,287.0,3.0,0.07,1.82,4.7,6.67,2.0,2008
GripShift,PSN,Racing,Activision,8.0,2.0,1.0,188.0,3.81,1.92,5.09,4.85,15.67,4.48,2007
7 Wonders  Treasures of Seven,PC,Puzzle,Frontier Developments,1.0,2.0,9.0,44.0,6.72,3.37,2.49,6.86,19.44,2.59,2008
U.S. Navy Fighters,PC,Simulation,Omega,6.0,2.0,1.0,225.0,6.2,3.47,1.78,3.31,14.76,5.45,2012
Dreamer Series  Top Model,DS,Simulation,Activision,9.0,4.0,5.0,247.0,3.0,0.1,2.28,1.13,3.61,3.57,2009
NASCAR Rumble,PS,Racing,Sony Computer Entertainment,5.0,3.0,7.0,275.0,3.0,0.31,2.67,0.21,3.75,1.69,2000
Pastel Chime Continue,PC,Adventure,Sony Computer Entertainment,4.0,3.0,1.0,278.0,4.04,3.91,1.84,1.94,11.73,1.95,2005
Fantasy Aquarium by DS,DS,Simulation,Frontier Developments,6.0,5.0,1.0,235.0,3.0,0.07,1.96,3.49,5.59,5.4,2008
Tetris Ultimate,PC,Puzzle,Ubisoft,6.0,8.0,5.0,65.0,7.16,5.81,4.45,1.93,19.35,6.37,2015
Strong Bads Cool Game for Attractive People Episode 5  8 Bit Is Enough,PC,Adventure,Omega,8.0,8.5,1.0,152.0,2.28,1.68,5.95,5.51,15.42,2.17,2008
MTV Celebrity Deathmatch,PS,Fighting,Amazon Game Studios,3.0,4.0,7.0,20.0,6.74,4.58,5.22,5.69,22.23,7.71,2003
1500DS Spirits Vol. 8  Darts,DS,Sports,Frontier Developments,7.0,8.0,5.0,44.0,4.96,4.33,1.47,3.89,14.65,5.64,2007
Bugs Bunny & Taz  Time Busters,PS,Adventure,Activision,4.0,8.0,9.0,274.0,3.0,0.11,5.05,0.08,5.45,4.05,2000
LEGO Batman  The Videogame,PS2,Adventure,Sony Computer Entertainment,7.5,7.6,10.0,279.0,1.27,0.72,3.26,0.03,5.28,5.63,2008
Neopets  The Darkest Faerie,PS2,Adventure,Sony Computer Entertainment,1.0,4.0,9.0,287.0,3.0,0.15,2.44,0.12,3.01,1.56,2005
Archibalds Adventures,PSN,Puzzle,Frontier Developments,7.0,5.0,10.0,173.0,6.14,4.36,4.12,2.08,16.7,2.73,2010
Resistance  Retribution,PSN,Shooter,Ubisoft,1.0,5.0,4.0,87.0,7.76,4.78,1.57,1.09,15.2,1.33,2009
FIFA Soccer 08,PS3,Sports,Sony Computer Entertainment,1.0,8.5,9.0,131.0,1.75,0.35,0.02,1.07,3.19,5.56,2007
Hidden Mysteries  Vampire Secrets,DS,Adventure,Electronic Arts,6.0,4.0,6.0,97.0,3.0,0.06,2.45,0.11,2.81,5.94,2010
Championship Manager 2006,PS2,Sports,Sony Computer Entertainment,10.0,7.0,7.0,58.0,4.13,1.72,5.57,3.98,15.4,4.59,2006
The Wolf Among Us,PS3,Adventure,Activision,7.0,10.0,3.0,222.0,3.0,0.05,1.36,0.02,1.52,1.32,2014
Teddy Factory,PC,Puzzle,IBM,4.0,4.0,5.0,44.0,4.9,4.34,3.61,4.61,17.46,1.15,2006
Zup  2,PC,Puzzle,Electronic Arts,10.0,4.0,1.0,0.15,5.05,7.42,5.88,6.77,25.12,6.84,2017
CustomPlay Golf,PC,Sports,Omega,4.0,6.0,7.0,279.0,6.58,2.32,1.93,5.39,16.22,3.03,2005
Mobile Suit Gundam  Crossfire,PS3,Simulation,Amazon Game Studios,9.0,10.0,1.0,11.0,3.0,0.06,0.14,4.0,4.4,4.25,2006
Hachigatsu no Nostalgia,PC,Adventure,Activision,3.0,4.0,4.0,255.0,2.01,3.68,4.23,4.04,13.96,1.96,2000
Archer Maclean Presents  Pool Paradise,PC,Sports,Amazon Game Studios,5.0,3.0,6.0,257.0,6.71,2.42,4.4,6.24,19.77,6.53,2004
Major League Baseball 2K12,PS2,Sports,Omega,6.0,10.0,7.0,128.0,7.18,3.09,5.03,6.36,21.66,3.43,2012
Rugby League Live 3,PS4,Sports,Omega,10.0,6.0,9.0,113.0,3.0,7.19,2.34,0.02,9.57,1.06,2015
Garou  Mark of the Wolves,PS2,Fighting,Ubisoft,3.0,7.0,3.0,222.0,2.19,7.21,2.82,5.15,17.37,2.3,2005
Cloudy With a Chance of Meatballs,PC,Adventure,Ubisoft,4.0,5.0,1.0,14.0,5.81,5.66,5.61,4.07,21.15,5.96,2009
Battlefield 1942  Secret Weapons of World War II,PC,Shooter,Electronic Arts,8.0,7.8,8.0,0.49,5.24,1.56,1.74,5.03,13.57,4.47,2003
Myst 10th Anniversary DVD Edition,PC,Adventure,Ubisoft,6.0,10.0,10.0,189.0,4.34,3.81,2.59,3.4,14.14,1.71,2003
MLB 15  The Show,PS3,Sports,Electronic Arts,9.0,7.0,2.0,5.0,3.0,0.32,1.91,0.01,2.64,5.11,2015
All Star Pro Wrestling,PS2,Fighting,Omega,10.0,9.0,1.0,296.0,3.0,1.0,0.2,3.24,4.64,3.25,2000
Racing Team Manager,PC,Racing,Electronic Arts,5.0,8.0,7.0,228.0,1.89,1.3,1.68,5.62,10.49,3.85,2008
Sea of Solitude,PS4,Adventure,Amazon Game Studios,8.0,5.0,6.0,26.0,1.42,4.51,5.67,6.33,17.93,4.85,2019
Tiny Brains,PC,Puzzle,Frontier Developments,7.0,2.0,4.0,286.0,7.48,3.22,2.09,1.21,14.0,0.01,2013
A2 Racer 3,PC,Racing,Frontier Developments,5.0,3.0,5.0,149.0,4.7,4.53,2.22,2.63,14.08,6.82,2000
Poi  Hito Natsu no Keiken ?,PS2,Adventure,Frontier Developments,6.0,6.0,8.0,65.0,1.6,2.1,3.26,6.09,13.05,2.4,2008
NHL 2K10,PS2,Sports,Frontier Developments,5.0,6.0,9.0,296.0,3.0,0.17,3.46,0.14,4.13,1.53,2009
Matt Hazard  Blood Bath and Beyond,PSN,Shooter,Activision,10.0,4.0,8.0,252.0,8.0,3.93,1.18,1.25,14.36,1.7,2010
WWF SmackDown  2  Know Your Role,PS,Fighting,Sony Computer Entertainment,2.0,8.7,10.0,254.0,3.2,1.76,0.07,1.21,6.24,4.59,2000
Multimirror,PC,Puzzle,Ubisoft,7.0,1.0,3.0,0.12,3.55,2.22,2.67,1.0,9.44,3.89,2016
Crazy Taxi,PS2,Racing,Activision,5.0,8.2,2.0,120.0,2.52,1.13,0.06,1.12,4.83,3.76,2001
Disney Fairies  Tinker Bell and the Great Fairy Rescue,DS,Adventure,Electronic Arts,8.0,5.0,2.0,74.0,3.0,0.17,5.01,0.12,5.63,4.13,2010
Wakeboarding Unleashed Featuring Shaun Murray,PS2,Sports,Activision,8.0,9.0,3.0,214.0,3.0,0.08,3.1,0.06,3.4,3.62,2003
Tom Clancys Rainbow Six  Quarantine,PS5,Shooter,Ubisoft,8.0,8.0,6.0,20.0,5.19,3.91,4.39,3.2,16.69,6.64,2020
All Star Watersports,PS,Sports,Electronic Arts,6.0,7.0,2.0,33.0,1.16,4.34,2.99,2.88,11.37,1.99,2003
Kart Racer,PS2,Racing,Amazon Game Studios,8.0,4.0,8.0,205.0,7.67,4.93,5.59,3.62,21.81,4.1,2009
BloodRayne  Betrayal,PSN,Shooter,Frontier Developments,8.0,7.5,5.0,250.0,1.13,1.46,5.78,1.77,10.14,7.91,2011
Nancy Drew  The Secret of Shadow Ranch,PC,Adventure,Sony Computer Entertainment,7.0,6.0,5.0,221.0,7.31,2.87,4.01,3.63,17.82,1.78,2004
NBA 07,PS3,Sports,Ubisoft,9.0,10.0,5.0,31.0,3.0,0.24,0.01,6.21,6.73,4.07,2006
Conflict  Vietnam,PS2,Shooter,Frontier Developments,3.0,9.0,5.0,126.0,3.0,0.26,1.04,0.2,2.03,0.02,2004
Dokodemo Hamster 2,PS,Simulation,Electronic Arts,3.0,2.0,5.0,245.0,5.6,2.07,2.21,1.85,11.73,3.32,2000
Crazy Machines,DS,Puzzle,Sony Computer Entertainment,2.0,9.0,3.0,108.0,3.0,4.56,2.24,0.03,6.86,3.28,2008
Maries Room,PC,Adventure,Ubisoft,7.0,3.0,7.0,17.0,6.17,1.69,4.28,2.49,14.63,3.34,2018
The Typing of the Dead 2,PC,Shooter,Sony Computer Entertainment,8.0,9.0,10.0,135.0,7.69,6.17,2.9,6.01,22.77,4.26,2008
Sports Superbike,PS,Racing,Amazon Game Studios,7.0,5.0,10.0,50.0,5.61,1.0,3.75,1.88,12.24,2.06,2000
RayStorm HD,PSN,Shooter,Ubisoft,9.0,7.0,3.0,57.0,1.89,3.33,3.83,3.74,12.79,3.18,2005
F1 Championship Season 2000,PS2,Racing,Sony Computer Entertainment,1.0,3.0,8.0,272.0,3.0,1.87,0.03,5.27,7.2,3.0,2000
Cabelas Big Game Hunter 2010,PS3,Sports,Activision,1.0,9.0,3.0,213.0,3.0,0.37,4.33,5.88,10.98,3.85,2009
Kyouiku Shidou  Yamato Nadeshiko Saisei Keikaku,PC,Adventure,IBM,5.0,3.0,6.0,205.0,4.12,2.38,2.96,6.43,15.89,3.0,2008
WSC REAL 08  World Snooker Championship,PS3,Sports,Sony Computer Entertainment,1.0,4.0,5.0,14.0,5.28,4.0,3.4,6.74,19.42,1.15,2008
Tunic,PC,Board Game,IBM,9.0,8.0,5.0,236.0,4.66,3.33,2.13,6.06,16.18,7.93,2018
R.B.I. Baseball 18,PS4,Sports,IBM,8.0,4.0,10.0,35.0,3.0,0.06,1.08,4.46,5.67,5.09,2018
Tales from the Borderlands,PC,Adventure,Amazon Game Studios,8.0,8.0,8.0,0.59,1.93,4.09,5.31,1.67,13.0,5.24,2014
Ace Combat 5  The Unsung War,PS2,Simulation,Frontier Developments,3.0,8.0,4.0,166.0,3.69,1.46,3.53,2.55,11.23,1.15,2004
E.T. Interplanetary Mission,PC,Adventure,Ubisoft,6.0,7.0,10.0,177.0,3.2,7.35,4.3,2.49,17.34,5.13,2002
Simple 2000 Series Vol. 123  The Office Love Jikenbou   Reijou Tantei,PS2,Adventure,Electronic Arts,8.0,6.0,5.0,242.0,3.26,2.61,5.98,6.82,18.67,5.93,2008
Call of Duty  Modern Warfare  Mobilized,DS,Shooter,Activision,8.0,7.6,7.0,113.0,3.0,0.36,2.61,0.02,3.4,0.02,2009
Orchard,PC,Simulation,Frontier Developments,4.0,10.0,5.0,249.0,6.63,1.96,1.69,6.26,16.54,2.67,2009
Aces of War,PS2,Simulation,Electronic Arts,1.0,5.0,7.0,263.0,2.07,4.83,2.45,4.09,13.44,5.03,2007
Machi no Pet Ya San DS 2  Wannyan 333 Hiki Daishuugou ,DS,Simulation,Electronic Arts,6.0,2.0,1.0,168.0,5.47,3.28,3.9,2.38,15.03,4.95,2009
Neopets Puzzle Adventure,PC,Puzzle,Activision,4.0,8.0,3.0,239.0,3.0,1.73,1.32,3.39,6.45,4.05,2008
Ultra Street Fighter IV,PS4,Fighting,IBM,9.0,8.0,10.0,6.0,3.0,1.16,1.59,0.08,2.93,5.28,2015
Arena Football,PS2,Sports,IBM,5.0,9.0,3.0,134.0,3.0,0.28,1.52,0.22,2.58,2.41,2006
RC de GO ,PS,Racing,Electronic Arts,5.0,1.0,8.0,266.0,3.68,3.18,2.64,4.9,14.4,1.73,2001
Simple 1500 Series Vol. 87  The Kyoutei,PS,Sports,Electronic Arts,9.0,2.0,7.0,16.0,4.78,1.92,5.86,6.51,19.07,5.37,2002
Crazy Taxi  Fare Wars,PSN,Racing,Frontier Developments,7.0,6.3,4.0,259.0,5.14,7.74,2.1,5.06,20.04,5.72,2009
Dragon Ball Z  Budokai Tenkaichi 3,PS2,Fighting,Omega,8.0,3.0,3.0,1.2,1.96,3.49,4.92,2.39,12.76,3.11,2007
Nikopol  Secrets of the Immortals,PC,Adventure,Ubisoft,1.0,4.0,3.0,32.0,5.4,1.98,4.75,4.09,16.22,4.12,2008
The Awesome Adventures of Captain Spirit,PC,Adventure,Sony Computer Entertainment,10.0,1.0,3.0,96.0,4.15,2.35,3.41,5.33,15.24,2.25,2018
Dont Starve  Giant Edition,PS3,Adventure,Omega,7.0,2.0,6.0,232.0,3.88,3.19,5.97,6.6,19.64,1.54,2015
Gekido,PS,Fighting,Sony Computer Entertainment,1.0,6.0,6.0,159.0,3.0,0.06,3.83,0.04,4.03,5.86,2000
Pocket Pets,DS,Simulation,Activision,2.0,10.0,8.0,130.0,3.0,0.1,1.14,5.14,6.49,4.46,2007
NBA Inside Drive 2000,PC,Sports,Electronic Arts,6.0,5.0,8.0,282.0,3.68,3.84,1.81,6.46,15.79,4.48,2000
Sable Maze  Sullivan River,PC,Puzzle,Sony Computer Entertainment,7.0,3.0,9.0,270.0,3.28,3.29,3.03,5.63,15.23,3.13,2015
Tony Hawks American Wasteland (Old all region sales),PS2,Sports,Activision,3.0,2.0,6.0,8.0,1.62,0.8,0.01,0.63,3.06,1.52,2005
Medal of Honor  European Assault (All Region sales),PS2,Shooter,Electronic Arts,6.0,5.0,5.0,17.0,1.88,0.89,0.09,0.69,3.55,5.19,2005
Gravity Crash,PSN,Shooter,Ubisoft,7.2,6.5,6.0,249.0,2.82,3.35,1.04,1.29,8.5,3.0,2009
Tokyo Majin Gakuen  Kaihoujyou Kefurokou,PS2,Adventure,IBM,10.0,8.0,7.0,28.0,7.9,4.63,5.58,1.79,19.9,1.89,2004
Beyond Good & Evil,PC,Adventure,Ubisoft,1.0,5.0,10.0,291.0,2.5,1.18,3.97,2.86,10.51,1.3,2003
Fireburst,PC,Racing,Activision,7.0,9.0,7.0,212.0,5.54,4.55,3.48,5.55,19.12,2.95,2012
Area 51,PC,Shooter,Sony Computer Entertainment,8.0,4.0,10.0,36.0,5.55,2.11,3.79,3.85,15.3,1.52,2005
NHL 2001,PC,Sports,Ubisoft,5.0,9.0,5.0,39.0,3.65,3.52,2.03,2.49,11.69,3.0,2000
Jikkyou Powerful Pro Yakyuu 2011,PS3,Sports,IBM,9.0,3.0,10.0,141.0,3.0,1.35,0.26,2.14,4.01,1.49,2011
Mobile Suit Gundam  Gundam vs. Zeta Gundam,PS2,Shooter,Omega,5.0,10.0,6.0,162.0,3.0,0.03,4.87,0.02,4.98,1.97,2005
Criminal Girls,PSN,Adventure,Sony Computer Entertainment,9.0,10.0,4.0,274.0,3.96,3.58,2.67,4.64,14.85,1.17,2010
NHL Hitz Pro,PS2,Sports,Omega,9.0,8.0,8.0,165.0,3.0,0.09,2.35,0.07,2.7,1.4,2003
The Sims  Unleashed,PC,Simulation,Electronic Arts,9.0,7.3,9.0,119.0,3.76,2.03,5.87,1.56,13.22,1.54,2002
1701 A.D. Gold Edition,PC,Simulation,Ubisoft,6.0,7.9,3.0,241.0,4.62,1.54,1.94,5.52,13.62,6.17,2008
ATV  Quad Frenzy,DS,Racing,Amazon Game Studios,6.0,9.0,2.0,194.0,3.0,0.1,4.74,2.58,7.53,5.43,2005
Big League Sports  Summer,DS,Sports,Activision,4.0,3.0,2.0,157.0,3.0,0.09,4.26,2.91,7.37,2.24,2009
TOCA Race Driver 3  The Ultimate Racing Simulator,PS2,Racing,Omega,3.0,2.0,10.0,119.0,3.0,0.04,4.28,0.03,4.43,3.57,2006
Pro Yakyuu Spirits 2004 Climax,PS2,Sports,Frontier Developments,7.0,10.0,4.0,108.0,1.36,3.44,4.42,3.89,13.11,6.99,2004
Super Bubble Pop,PS,Puzzle,Electronic Arts,10.0,4.6,4.0,289.0,3.5,4.7,4.57,5.87,18.64,4.47,2002
Jewel Master  Cradle Of Rome 2,DS,Puzzle,Activision,6.0,2.0,5.0,165.0,3.0,4.99,3.08,0.02,8.11,5.76,2011
Passage  Path of Betrayal,PC,Adventure,Omega,2.0,10.0,3.0,157.0,3.74,3.23,1.72,5.3,13.99,3.11,2001
WWE 2K15,PS4,Sports,Frontier Developments,7.0,9.0,4.0,231.0,1.16,0.4,1.48,0.57,3.61,4.41,2014
Transport Fever 2,Linux,Simulation,Activision,7.0,9.0,3.0,137.0,1.58,3.77,4.83,5.66,15.84,3.0,2019
Drome Racers,PC,Racing,Sony Computer Entertainment,6.0,1.0,7.0,228.0,3.27,4.75,4.29,4.63,16.94,4.41,2002
Wanted Dead or Alive,PC,Shooter,Activision,6.0,9.0,1.0,282.0,2.5,4.18,3.79,1.57,12.04,2.45,2004
Pinball Heroes  Hot Shots Golf,PSN,Puzzle,Ubisoft,3.0,9.0,3.0,84.0,1.08,1.45,1.24,1.91,5.68,2.2,2009
NFL GameDay 2001,PS2,Sports,Activision,9.0,9.0,10.0,64.0,3.0,0.18,4.15,0.14,4.83,4.93,2000
MX vs. ATV Supercross,PS3,Racing,IBM,6.0,5.0,6.0,28.0,3.0,0.02,4.26,0.01,4.32,1.52,2014
Tom Clancys Rainbow Six  Rogue Spear Mission Pack  Urban Operations,PC,Shooter,Activision,5.0,7.0,6.0,42.0,3.71,2.57,5.05,2.9,14.23,2.52,2000
Nancy Drew  The Hidden Staircase,DS,Adventure,Sony Computer Entertainment,10.0,6.0,5.0,64.0,3.0,0.16,2.33,4.27,6.94,3.05,2008
