title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,Production Cost,release_year
7 Wonders of the Ancient World,PSN,Puzzle,Frontier Developments,1.0,5.4,8.0,193.0,5.2,4.38,3.32,3.2,3.15,2009.0
Project CARS,PC,Racing,Ubisoft,8.0,2.0,1.0,215.0,3.0,1.46,3.37,0.12,1.92,2015.0
Micro Machines V4,PS2,Racing,Sony Computer Entertainment,5.0,1.0,1.0,94.0,3.0,0.01,4.8,3.78,3.0,2006.0
F1 Racing Championship,PS,Racing,Ubisoft,9.0,3.0,8.0,68.0,3.0,0.06,1.1,0.04,1.07,2000.0
Backyard Sports Baseball 2007,PC,Sports,Activision,1.0,6.0,7.0,298.0,4.11,4.02,4.2,3.57,2.36,2006.0
FIFA 17,PC,Sports,Electronic Arts,6.0,4.0,8.0,275.0,3.0,4.81,5.24,0.18,1.54,2016.0
MLB Power Pros 2008,DS,Sports,Omega,5.0,6.0,10.0,258.0,3.0,0.06,2.92,6.59,4.21,2008.0
Test Drive Unlimited 2  Casino Online,PSN,Racing,IBM,6.0,9.0,2.0,259.0,3.03,7.02,2.0,5.41,1.33,2012.0
Left 4 Dead  Survival Pack,PC,Shooter,Activision,6.0,7.0,3.0,81.0,3.0,2.88,1.02,1.51,5.56,2009.0
Princess Isabella  A Witchs Curse,DS,Adventure,Electronic Arts,8.0,3.0,9.0,145.0,3.0,0.05,2.64,0.03,2.69,2010.0
DoDonPachi Dai Oujou,PS2,Shooter,Activision,5.0,2.0,3.0,14.0,3.2,1.26,3.3,2.77,5.92,2003.0
BookWorm,DS,Puzzle,Omega,10.0,5.0,3.0,260.0,3.0,0.3,2.12,0.01,5.85,2009.0
Ever17 〜the out of infinity〜 Premium Edition,PSN,Adventure,Electronic Arts,7.0,5.0,9.0,35.0,2.54,4.18,2.14,3.28,5.0,2009.0
Space Bust A Move,DS,Puzzle,Electronic Arts,5.0,3.0,6.0,248.0,3.0,0.1,2.75,0.02,5.14,2009.0
Battlefield  Bad Company 2 Ultimate Edition,PS3,Shooter,Electronic Arts,10.0,1.0,4.0,216.0,7.31,3.59,3.51,5.59,6.51,2010.0
Crysis 2  Retaliation Pack,PSN,Shooter,Electronic Arts,10.0,2.0,6.0,168.0,6.04,4.01,4.17,1.12,1.51,2011.0
DS Dengeki Bunko  Inukami  feat. Animation,DS,Adventure,Sony Computer Entertainment,7.0,7.0,8.0,50.0,3.69,3.35,1.68,6.45,3.18,2006.0
Premier Manager 2004 2005,PS2,Sports,Omega,1.0,4.0,8.0,200.0,7.77,1.12,2.57,4.22,5.91,2004.0
Bolt,DS,Adventure,Activision,5.0,9.0,9.0,274.0,3.0,0.35,4.89,0.21,1.03,2008.0
Fire Pro Wrestling World,PC,Fighting,Sony Computer Entertainment,8.0,4.0,9.0,225.0,4.4,5.39,2.5,6.47,3.95,2017.0
Hikaru no Go  Heian Gensou Ibunroku,PS,Adventure,IBM,4.0,9.0,3.0,40.0,3.0,4.59,0.06,5.2,4.92,2002.0
Enthusia Professional Racing,PS2,Racing,Amazon Game Studios,9.0,9.0,9.0,83.0,3.0,0.07,4.24,0.06,2.31,2005.0
Lets Golf,PSN,Sports,Sony Computer Entertainment,5.0,10.0,9.0,142.0,4.57,4.93,1.94,2.65,4.41,2009.0
The King of Fighters XII,PS3,Fighting,Omega,2.0,6.0,9.0,255.0,3.0,0.11,0.03,0.01,1.02,2009.0
World Soccer Jikkyou Winning Eleven 2000  U 23 Medal heno Chousen,PS,Sports,Electronic Arts,5.0,6.0,2.0,231.0,3.0,3.16,0.39,6.86,0.1,2001.0
NBA Live 2005,PC,Sports,Ubisoft,4.0,1.0,9.0,59.0,4.55,4.62,3.03,2.61,6.98,2004.0
Fukakutei Sekai no Tantei Shinshi,PC,Adventure,Frontier Developments,10.0,4.0,9.0,261.0,1.72,4.87,4.24,6.48,5.97,2000.0
Anstoss 3,PC,Simulation,Activision,1.0,4.0,9.0,134.0,6.77,1.57,2.27,3.46,4.49,2000.0
PixelJunk Shooter,PC,Shooter,Activision,6.0,1.0,5.0,66.0,2.31,6.32,1.21,2.74,1.49,2006.0
The Talos Principle,PS4,Puzzle,Sony Computer Entertainment,6.0,4.0,10.0,62.0,3.0,3.51,3.88,0.04,3.87,2015.0
Harukanaru Toki no Naka de  Hachiyoushou,PS2,Adventure,Omega,3.0,10.0,4.0,204.0,3.55,1.03,3.52,6.12,4.8,2005.0
Koihime Enbu,PS4,Fighting,Electronic Arts,7.0,2.0,3.0,44.0,3.0,3.56,0.03,3.99,3.2,2016.0
L.A. Noire,PS3,Adventure,Activision,9.0,9.1,6.0,119.0,3.21,1.29,0.12,1.31,2.77,2011.0
Bugsnax,PS4,Adventure,Amazon Game Studios,6.0,7.0,4.0,37.0,7.78,7.08,3.55,2.76,4.87,2019.0
Call of Duty  Modern Warfare 2,PC,Shooter,Activision,3.0,9.0,7.0,299.0,3.0,0.01,3.02,0.79,6.24,2009.0
Animal Planet  Emergency Vets,DS,Simulation,Activision,10.0,7.0,10.0,60.0,3.0,0.08,2.36,1.42,5.56,2009.0
Paws & Claws  Pet Vet 2,DS,Simulation,Activision,6.0,10.0,5.0,209.0,3.0,0.13,4.5,1.53,1.98,2007.0
MySims Agents,DS,Adventure,Electronic Arts,5.0,10.0,5.0,123.0,1.07,0.54,1.75,0.42,6.37,2009.0
Soldier of Fortune  Payback,PC,Shooter,Activision,6.0,1.0,1.0,178.0,3.35,2.61,5.62,3.1,1.78,2007.0
Elan Plus,PSN,Simulation,Electronic Arts,8.0,9.0,1.0,45.0,1.87,4.07,2.98,5.69,1.75,2010.0
Cabelas Monster Bass,PS2,Sports,Activision,9.0,7.0,5.0,151.0,7.88,2.81,5.47,4.52,0.01,2007.0
The Hardy Boys  The Hidden Theft,PC,Adventure,Ubisoft,10.0,10.0,9.0,129.0,7.77,1.1,4.31,2.53,7.38,2008.0
Until Dawn,PS3,Adventure,Ubisoft,6.0,9.0,2.0,23.0,1.3,5.21,1.5,5.88,4.93,2014.0
Snowboard Racer 2,PS2,Sports,Omega,3.0,1.0,9.0,39.0,5.92,3.87,4.13,4.37,4.73,2003.0
Zone of the Enders  The 2nd Runner,PS2,Simulation,Amazon Game Studios,2.0,8.6,3.0,77.0,3.0,0.15,0.11,0.12,3.4,2003.0
Greg Hastings Tournament Paintball Maxd,DS,Shooter,Activision,3.0,5.0,5.0,155.0,3.0,0.03,3.47,6.02,4.38,2006.0
Calling,PC,Adventure,Omega,10.0,8.0,10.0,111.0,4.02,1.99,3.22,1.81,2.94,2003.0
Steven Seagal Lawman Firearms Qualification Game,PC,Shooter,IBM,6.0,9.0,10.0,294.0,2.68,1.87,5.74,1.33,2.48,2014.0
Firewatch,PS4,Adventure,Electronic Arts,7.0,8.2,8.0,180.0,3.77,4.74,3.29,2.81,1.25,2016.0
Antz Extreme Racing,PC,Racing,Frontier Developments,10.0,3.0,7.0,20.0,1.66,4.51,1.48,1.27,4.24,2002.0
Championship Manager 3,PC,Sports,Electronic Arts,1.0,1.0,5.0,222.0,1.01,3.28,1.8,0.93,2.55,2003.0
KimiKiss (ebKore ),PS2,Adventure,Sony Computer Entertainment,4.0,4.0,5.0,221.0,3.0,1.2,0.06,1.16,3.77,2008.0
The Sims  Makin Magic,PC,Simulation,Electronic Arts,3.0,4.0,7.0,277.0,1.92,1.03,1.14,0.8,2.56,2003.0
Exodus from the Earth,PC,Shooter,Electronic Arts,1.0,1.0,3.0,233.0,2.62,5.17,2.88,2.92,2.71,2008.0
The Last Hope  Trump vs Mafia   North Korea,PC,Shooter,Activision,9.0,2.0,5.0,0.17,3.4,5.65,5.29,2.17,2.36,2018.0
Monster Jam  Urban Assault,PS2,Racing,Activision,6.0,2.0,1.0,153.0,3.0,0.06,5.3,0.05,3.57,2008.0
Kinyoubi no Koneko,PC,Adventure,Electronic Arts,7.0,1.0,5.0,18.0,3.3,1.6,3.66,6.74,6.47,2003.0
Backyard NFL Football 09,DS,Sports,Electronic Arts,7.0,6.0,3.0,13.0,3.0,0.06,1.64,3.99,3.58,2008.0
Zero Escape The Nonary Games,PC,Adventure,Electronic Arts,7.0,3.0,6.0,256.0,3.32,4.88,2.13,5.01,5.46,2017.0
AIR,PS2,Adventure,Frontier Developments,4.0,4.0,3.0,182.0,3.89,3.41,5.01,3.14,3.15,2002.0
The Sims,PC,Simulation,Frontier Developments,1.0,8.9,7.0,279.0,3.0,0.01,2.33,0.03,2.87,2000.0
Gotcha  Extreme Paintball,PC,Shooter,Electronic Arts,10.0,8.0,9.0,19.0,2.44,1.78,5.48,3.77,1.47,2004.0
MediEvil  Resurrection,PSN,Adventure,Sony Computer Entertainment,10.0,10.0,5.0,136.0,4.41,5.28,5.54,4.96,1.6,2008.0
TT Isle of Man  Ride on the Edge,PC,Racing,Electronic Arts,10.0,10.0,4.0,3.0,1.08,1.07,2.86,5.08,4.75,2016.0
Soshite Bokura wa,PS2,Adventure,Omega,8.0,10.0,5.0,98.0,3.81,1.25,3.11,1.04,6.89,2005.0
Hot Shots Tennis,PS4,Sports,Amazon Game Studios,6.0,8.0,7.0,191.0,3.52,7.28,4.04,5.95,6.85,2016.0
Elefunk,PSN,Puzzle,Activision,7.3,2.0,1.0,288.0,5.02,1.27,2.24,4.69,5.41,2008.0
Iron Maiden  Hagane no Otome,PC,Adventure,Activision,6.0,10.0,9.0,202.0,7.78,2.66,1.48,3.95,2.11,2006.0
Matt Hazard  Blood Bath and Beyond,PSN,Shooter,Activision,10.0,4.0,8.0,252.0,8.0,3.93,1.18,1.25,1.7,2010.0
Spy Chameleon   RGB Agent,PC,Puzzle,Sony Computer Entertainment,9.0,3.0,2.0,51.0,3.24,5.32,1.02,5.71,1.36,2014.0
Higurashi Daybreak Portable Mega Edition,PSN,Adventure,Activision,10.0,10.0,6.0,9.0,4.88,3.05,4.72,2.41,5.66,2010.0
Angel Blade,PC,Adventure,Frontier Developments,8.0,4.0,1.0,298.0,4.26,1.86,5.94,5.01,3.28,2002.0
Minute of Islands,PS4,Adventure,Amazon Game Studios,6.0,5.0,6.0,116.0,2.04,1.25,5.12,2.33,2.68,2019.0
Bomberman Kart DX,PS2,Racing,Amazon Game Studios,2.0,7.0,5.0,217.0,1.28,2.44,4.24,2.12,4.55,2004.0
Konohana Pack  3tsu no Jikenbo,PS2,Adventure,Electronic Arts,2.0,1.0,2.0,141.0,4.79,3.37,2.02,6.96,6.74,2004.0
Arctic Thunder,PS2,Racing,Electronic Arts,8.0,10.0,5.0,256.0,3.0,0.17,3.87,0.14,1.32,2001.0
Hitman GO,PC,Puzzle,IBM,9.0,6.0,10.0,50.0,6.16,5.62,2.58,2.72,1.55,2016.0
Kickboxing,PS,Fighting,Amazon Game Studios,3.0,4.0,4.0,39.0,1.29,3.66,5.73,2.03,1.23,2002.0
Uplink  Hacker Elite,PC,Adventure,Electronic Arts,1.0,8.0,2.0,121.0,6.43,4.47,1.91,5.88,0.01,2001.0
World Fighting,PS2,Fighting,Activision,7.0,10.0,9.0,129.0,4.09,2.39,3.88,6.66,1.19,2004.0
Trino,PC,Puzzle,Electronic Arts,5.0,1.0,8.0,19.0,2.24,4.1,2.45,2.14,3.46,2008.0
WWC  World Wrestling Championship,PS2,Fighting,Frontier Developments,8.0,2.0,7.0,205.0,5.04,4.74,2.67,4.47,5.37,2006.0
Nancy Drew  Last Train to Blue Moon Canyon,PC,Adventure,Ubisoft,4.0,10.0,9.0,143.0,5.55,1.67,5.34,4.86,6.35,2005.0
TRON 2.0,PC,Shooter,Activision,5.0,4.0,9.0,279.0,1.7,4.18,3.05,3.22,5.8,2003.0
Need for Speed Collectors Series,PS2,Racing,Frontier Developments,5.0,9.0,7.0,103.0,2.62,4.45,1.55,6.69,2.31,2006.0
HamsterBall,PC,Puzzle,Sony Computer Entertainment,6.0,2.0,9.0,255.0,7.08,4.43,4.45,2.52,4.76,2005.0
The Void,PC,Adventure,Ubisoft,4.0,5.0,1.0,224.0,3.0,2.14,5.59,0.03,1.23,2009.0
Ford Truck Mania,PS,Racing,Activision,4.0,2.0,2.0,294.0,5.57,1.73,2.77,3.86,7.75,2003.0
Pony Friends 2,DS,Simulation,Amazon Game Studios,9.0,3.0,6.0,299.0,3.0,0.21,2.8,0.09,0.02,2010.0
Know How,PC,Puzzle,Amazon Game Studios,4.0,6.0,9.0,100.0,1.41,2.58,5.13,2.43,3.36,2008.0
Warhammer 40 000  Fire Warrior,PS2,Shooter,IBM,2.0,4.0,1.0,184.0,3.0,0.08,3.07,0.06,6.42,2003.0
Sentimental Shooting,PC,Shooter,Omega,6.0,5.0,4.0,258.0,1.0,4.25,5.77,1.9,1.26,2001.0
Oni (Japan),PC,Adventure,Frontier Developments,8.0,7.0,2.0,290.0,6.6,4.42,1.86,4.67,2.61,2000.0
Hello Kitty no PacPac & Logic,DS,Puzzle,Activision,5.0,8.0,3.0,253.0,2.88,1.83,1.06,5.18,4.46,2009.0
Melty Blood  Act Cadenza,PS2,Fighting,Electronic Arts,9.0,10.0,8.0,83.0,3.0,3.42,0.11,5.73,3.64,2006.0
Wrestle Angels  Survivor 2,PS2,Fighting,Amazon Game Studios,7.0,3.0,2.0,49.0,3.0,5.8,0.03,6.13,3.39,2008.0
MediEvil  Resurrection,PSN,Adventure,Ubisoft,5.0,7.0,10.0,21.0,4.92,7.32,3.04,1.14,1.41,2008.0
Mobile Suit Gundam  Zeonic Front,PS2,Simulation,Frontier Developments,5.0,1.0,2.0,163.0,3.0,0.09,0.25,0.07,2.36,2002.0
Need for Speed  ProStreet,PSN,Racing,Electronic Arts,5.0,9.0,8.0,156.0,4.62,1.13,4.8,3.32,4.47,2009.0
Mobile Suit Gundam  Federation vs. Zeon,PS2,Simulation,Ubisoft,1.0,1.0,7.0,80.0,1.14,0.12,0.88,0.1,4.74,2002.0
Tokyo Majin Gakuen  Kaihoujyou Kefurokou,PS2,Adventure,IBM,10.0,8.0,7.0,28.0,7.9,4.63,5.58,1.79,1.89,2004.0
Mobil 1 Rally Championship,PS,Racing,Activision,3.0,6.0,10.0,42.0,3.0,0.07,5.55,0.04,4.31,2000.0
Ridge Racer Unbounded,PS3,Racing,Ubisoft,7.0,4.0,7.0,258.0,3.0,0.05,4.63,0.09,3.08,2012.0
Sloane to MacHale no Nazo no Monogatari,DS,Puzzle,Ubisoft,4.0,1.0,4.0,216.0,3.0,2.96,0.2,6.23,2.65,2009.0
Screamer 4x4,PC,Racing,Electronic Arts,2.0,5.0,4.0,152.0,4.66,4.16,3.85,2.43,1.68,2001.0
One Piece  Gear Spirit,DS,Fighting,Frontier Developments,4.0,8.0,9.0,246.0,3.0,3.47,0.08,5.43,3.0,2007.0
Cabelas Legendary Adventures,PS2,Sports,Activision,6.0,4.0,8.0,229.0,3.0,0.21,5.6,0.16,3.03,2008.0
Hajime no Ippo  The Fighting  (2014),PS3,Sports,Sony Computer Entertainment,8.0,2.0,3.0,141.0,3.0,4.75,0.04,4.55,4.05,2014.0
Ski doo Snow X Racing,PS2,Racing,Omega,6.0,4.0,6.0,229.0,1.93,5.26,3.26,2.34,6.47,2007.0
WWF SmackDown  Just Bring It,PS2,Fighting,Sony Computer Entertainment,7.0,6.0,7.0,294.0,2.79,1.19,0.04,1.15,1.98,2001.0
Street Fighter Alpha  Warriors Dreams,PSN,Fighting,Ubisoft,8.0,9.0,4.0,195.0,6.18,1.57,4.61,3.08,2.12,2008.0
Keiba Navi  Uma no Suke,DS,Sports,Ubisoft,4.0,10.0,4.0,118.0,1.6,6.13,2.36,2.84,1.97,2006.0
18 Wheels of Steel  Big City Rigs,PC,Racing,Omega,9.0,6.0,7.0,60.0,5.19,1.92,5.81,6.56,0.03,2009.0
Daymare  1998,PS4,Board Game,Frontier Developments,10.0,6.0,6.0,28.0,5.52,1.93,1.69,6.27,1.67,2019.0
Fading Shadows,PSN,Puzzle,Activision,1.0,7.0,7.0,222.0,1.63,2.28,4.07,2.92,1.6,2009.0
Doc Clock  The Toasted Sandwich of Time,PSN,Puzzle,Omega,4.0,6.0,7.0,299.0,7.91,7.8,4.32,4.18,4.36,2007.0
Surf Riders,PS,Sports,Ubisoft,4.0,4.0,1.0,94.0,3.0,0.07,1.07,0.05,5.92,2000.0
Go  Sudoku (PSP),PSN,Puzzle,IBM,10.0,10.0,6.0,123.0,3.29,5.25,1.25,2.89,4.12,2007.0
Crashed,PS2,Racing,Frontier Developments,10.0,10.0,9.0,105.0,3.73,2.03,2.75,5.09,3.0,2002.0
Dark Fall  Lights Out   The Directors Cut Edition,PC,Adventure,Omega,2.0,3.0,1.0,24.0,1.63,2.3,3.51,4.72,5.84,2009.0
Cryostasis  Sleep of Reason,PC,Shooter,Sony Computer Entertainment,8.0,7.0,9.0,137.0,7.47,4.98,2.2,1.84,6.94,2009.0
Blast Factor,PSN,Shooter,Sony Computer Entertainment,1.0,6.4,2.0,106.0,6.35,3.37,3.3,4.66,4.05,2006.0
Alice in Wonderland,DS,Adventure,Electronic Arts,8.0,7.0,3.0,59.0,3.0,0.25,2.9,0.18,0.03,2010.0
Nanatsuiro * Drops,PC,Adventure,Omega,7.0,8.0,5.0,143.0,1.57,2.3,3.33,3.32,1.23,2006.0
The Sims 2  Celebration Stuff,PC,Simulation,Electronic Arts,9.0,7.0,10.0,202.0,3.0,1.8,1.41,0.01,3.0,2007.0
Love Cat Life,DS,Simulation,Activision,3.0,4.0,4.0,146.0,1.41,3.61,5.78,2.44,4.81,2007.0
Alfa Romeo Racing Italiano,PS2,Racing,Electronic Arts,5.0,4.0,6.0,215.0,3.0,0.01,4.13,0.01,4.33,2006.0
Merv Griffins Crosswords,DS,Puzzle,Electronic Arts,3.0,2.0,4.0,148.0,3.0,0.03,2.29,6.15,7.51,2008.0
Colin McRae Rally 3,PC,Racing,Ubisoft,3.0,3.0,5.0,220.0,5.59,1.29,3.06,1.29,5.97,2003.0
Fighters Impact,PSN,Fighting,Sony Computer Entertainment,6.0,5.0,5.0,90.0,3.78,5.34,3.89,3.23,4.48,2008.0
Universal Combat,PC,Simulation,Sony Computer Entertainment,7.0,6.0,4.0,195.0,3.39,2.38,3.91,1.78,1.52,2004.0
Zoo Tycoon  Friends,PC,Simulation,Ubisoft,8.0,1.0,8.0,263.0,1.4,3.86,1.66,3.36,1.71,2014.0
Nancy Drew  The Final Scene,PC,Adventure,Ubisoft,10.0,7.0,5.0,60.0,6.57,4.41,3.03,5.56,3.68,2001.0
Destruction Derby,PSN,Racing,Omega,6.0,7.0,10.0,206.0,4.66,7.66,2.15,4.23,3.02,2007.0
NASCAR 06  Total Team Control,PS2,Racing,Ubisoft,9.0,3.0,10.0,187.0,3.0,0.53,2.38,0.02,7.84,2005.0
Tremulous,PC,Shooter,Ubisoft,6.0,4.0,7.0,82.0,1.59,2.87,2.7,1.12,3.16,2016.0
Bleach  Heat the Soul 7,PSN,Fighting,Ubisoft,8.0,5.0,6.0,291.0,5.1,3.54,2.66,4.4,1.26,2010.0
Turok  Evolution,PS2,Shooter,Frontier Developments,7.0,5.0,6.0,92.0,1.31,0.64,4.03,0.5,4.72,2002.0
Ferrari F355 Challenge,PS2,Racing,Omega,3.0,4.0,10.0,192.0,3.0,0.03,2.35,0.02,5.93,2002.0
F.E.A.R.,PS3,Shooter,Omega,2.0,3.0,9.0,6.0,3.0,0.18,3.67,0.27,1.69,2007.0
Bet on Soldier  Blood of Sahara,PC,Shooter,IBM,10.0,6.0,8.0,155.0,4.0,2.2,1.63,1.81,7.71,2006.0
Cate West  The Vanishing Files,DS,Adventure,Frontier Developments,4.0,1.0,5.0,231.0,3.0,0.08,4.6,0.01,6.42,2008.0
Tony Hawk  RIDE,PS3,Sports,Activision,7.0,4.5,2.0,246.0,3.0,0.38,3.55,0.15,2.49,2009.0
NBA 2K12,PC,Sports,Frontier Developments,7.0,8.5,1.0,195.0,3.0,0.09,1.93,0.05,2.5,2011.0
Tropix,DS,Puzzle,Activision,7.0,6.0,4.0,214.0,3.0,0.06,5.92,2.55,3.0,2008.0
Roadsters,PS,Racing,Omega,3.0,4.5,2.0,27.0,3.0,0.02,2.49,0.01,1.32,2000.0
Oh Sir The Insult Simulator,PS4,Simulation,Electronic Arts,9.0,3.0,3.0,165.0,5.69,6.65,5.9,6.06,3.96,2017.0
All Star Baseball 2004,PC,Sports,Electronic Arts,7.0,5.0,1.0,38.0,2.18,3.29,4.67,1.34,4.7,2003.0
Kamen Rider Agito,PS,Fighting,Sony Computer Entertainment,8.0,6.0,4.0,136.0,1.99,2.51,1.1,5.43,4.06,2001.0
Tsuihou Senkyo,PS4,Adventure,Electronic Arts,6.0,8.0,4.0,207.0,5.42,1.39,1.37,3.88,3.83,2017.0
Agatha Christie  Double Murder Mystery Pack,PC,Adventure,Omega,1.0,5.0,4.0,146.0,3.04,7.33,4.3,1.97,2.56,2007.0
DDRMAX2  Dance Dance Revolution,PS2,Simulation,Omega,9.0,1.0,3.0,31.0,1.81,1.05,5.08,0.59,0.02,2003.0
Need for Speed  Shift,PS3,Racing,Electronic Arts,8.6,8.2,7.0,11.0,2.65,0.69,0.04,1.4,4.62,2009.0
The King of Fighters 98  Dream Match Never Ends,PSN,Fighting,Electronic Arts,7.0,2.0,5.0,262.0,7.73,7.55,1.74,3.97,6.73,2007.0
Call of Duty  World at War   Map Pack 2,PSN,Shooter,Activision,2.0,9.0,8.0,298.0,4.16,2.93,5.57,1.78,3.45,2009.0
Lost Aya Sophia,PS2,Adventure,IBM,8.0,6.0,2.0,97.0,1.68,4.25,1.96,3.11,3.59,2004.0
Killing Floor 2,PC,Shooter,Ubisoft,7.0,4.0,3.0,240.0,7.19,3.52,2.55,4.99,3.83,2016.0
Cook Serve & Delicious 3,PS4,Simulation,Activision,7.0,2.0,6.0,84.0,5.17,4.47,1.68,3.64,4.78,2019.0
Shounen Sunday x Shounen Magazine  Nettou  Dream Nine,DS,Sports,Activision,6.0,4.0,2.0,207.0,3.0,1.1,0.07,4.09,3.32,2009.0
Osouji Sentai Clean Keeper H,PS2,Adventure,Sony Computer Entertainment,6.0,5.0,9.0,128.0,3.06,4.11,5.72,3.24,3.8,2009.0
Doki Doki Pretty League  Lovely Star,PS,Adventure,Electronic Arts,7.0,6.0,1.0,110.0,4.36,3.01,2.02,4.63,1.51,2001.0
FIFA Soccer 2003,PS,Sports,Sony Computer Entertainment,9.0,1.0,6.0,166.0,2.43,2.93,3.9,1.11,1.25,2002.0
Taxi 3,PC,Racing,Ubisoft,10.0,3.0,2.0,65.0,7.44,6.65,5.97,6.49,1.55,2003.0
Warhammer 40 000  Kill Team,PSN,Shooter,IBM,6.0,5.0,1.0,289.0,1.74,4.83,3.85,1.72,3.6,2011.0
Mystery P.I.  The New York Fortune,PC,Adventure,Ubisoft,10.0,1.0,10.0,41.0,5.76,2.75,1.57,1.13,3.34,2009.0
Tony Hawks Downhill Jam,PS2,Sports,Activision,9.0,2.0,10.0,202.0,7.83,1.85,2.85,5.71,4.99,2007.0
NL East 4,PC,Sports,Sony Computer Entertainment,4.0,10.0,6.0,90.0,1.34,4.98,5.49,3.34,3.0,2003.0
Ski Racing 2005 Featuring Hermann Maier,PC,Sports,Electronic Arts,2.0,10.0,10.0,54.0,7.65,1.38,4.11,6.9,3.16,2005.0
Konohana 4  Yami wo Harau Inori,PS2,Adventure,Omega,3.0,3.0,3.0,71.0,3.07,2.33,3.1,6.62,4.73,2004.0
FIFA Soccer 06,PS2,Sports,IBM,2.0,8.4,2.0,255.0,4.21,0.78,0.04,2.55,4.75,2005.0
Nancy Drew  The Secret of Shadow Ranch,PC,Adventure,Sony Computer Entertainment,7.0,6.0,5.0,221.0,7.31,2.87,4.01,3.63,1.78,2004.0
J.B. Harold  Blue Chicago Blues,PC,Adventure,Amazon Game Studios,4.0,3.0,8.0,239.0,6.11,1.71,5.19,2.68,6.83,2001.0
Juiced,PC,Racing,Ubisoft,9.0,10.0,3.0,121.0,1.03,4.28,5.63,5.71,4.63,2005.0
Gunslinger Girl Volume II,PS2,Adventure,Amazon Game Studios,9.0,1.0,10.0,96.0,6.09,1.39,4.71,1.81,2.48,2004.0
Doom 3,PC,Shooter,Activision,6.0,7.0,2.0,1.0,6.48,3.77,2.07,5.01,5.37,2004.0
MLB 08  The Show,PS2,Sports,Amazon Game Studios,3.0,6.0,1.0,296.0,3.0,0.35,3.75,0.01,1.06,2008.0
Dead or Alive 5 Ultimate,PS3,Fighting,Sony Computer Entertainment,7.0,2.0,2.0,23.0,1.79,7.0,3.0,5.74,3.85,2013.0
MechWarrior 3 Gold Edition,PC,Simulation,IBM,6.0,3.0,1.0,136.0,7.24,1.46,1.5,1.8,1.76,2002.0
Mahou Shoujo Mana,PC,Adventure,Electronic Arts,9.0,10.0,7.0,160.0,3.74,5.02,3.69,2.61,5.88,2006.0
Call of Duty  World at War Final Fronts,PS2,Shooter,Activision,5.0,6.8,4.0,155.0,1.72,0.61,2.98,0.18,2.57,2008.0
My Horse & Me 2,PC,Sports,Frontier Developments,4.0,2.0,7.0,93.0,5.77,2.53,3.24,1.19,5.51,2008.0
DiRT Showdown,PC,Racing,Sony Computer Entertainment,6.0,4.0,2.0,268.0,3.13,3.16,4.2,2.24,4.46,2012.0
Nicktoons  Unite ,DS,Adventure,Omega,2.0,2.0,4.0,181.0,3.0,0.1,4.88,4.49,3.53,2006.0
Simple Characters 2000 Series Vol. 08  Gatchaman  The Shooting,PS,Shooter,Sony Computer Entertainment,2.0,7.0,7.0,87.0,7.82,1.87,4.0,5.24,2.92,2002.0
Hot Shots Tennis,PS2,Sports,Ubisoft,6.0,2.0,5.0,17.0,3.0,0.17,0.55,0.13,4.27,2007.0
Ducati World Racing Challenge,PC,Racing,Ubisoft,6.0,9.0,4.0,13.0,1.93,2.85,3.61,6.02,4.07,2001.0
Doom Eternal,PC,Shooter,Electronic Arts,8.0,6.0,3.0,76.0,6.34,2.7,5.17,2.69,3.69,2019.0
Remember11 〜 the age of infinity 〜,PSN,Adventure,Frontier Developments,6.0,3.0,3.0,41.0,5.42,2.53,1.69,3.41,2.41,2009.0
Egypt II  The Heliopolis Prophecy,PS,Adventure,Frontier Developments,3.0,7.0,4.0,87.0,1.34,3.32,1.91,2.48,1.38,2001.0
Yamaha Supercross,PS2,Racing,Activision,5.0,7.0,4.0,44.0,6.9,2.24,4.65,6.68,2.42,2009.0
Lords of Thunder,PSN,Shooter,Sony Computer Entertainment,7.0,9.0,5.0,46.0,2.78,1.15,5.52,1.65,4.87,2010.0
Warpath,PC,Shooter,Amazon Game Studios,5.0,6.0,10.0,92.0,2.83,2.42,1.24,5.94,1.15,2006.0
Renai 0 Kilometer,PC,Adventure,Ubisoft,7.0,4.0,8.0,45.0,1.87,4.29,5.62,2.56,1.04,2011.0
Gundemonium Recollection,PC,Shooter,Electronic Arts,6.0,7.0,9.0,115.0,5.59,4.28,5.07,5.45,3.14,2011.0
Radio Helicopter,PS2,Simulation,Activision,4.0,10.0,3.0,94.0,4.47,2.79,1.53,3.78,3.59,2004.0
King of Clubs,DS,Puzzle,IBM,9.0,6.0,5.0,217.0,4.48,1.15,3.28,4.01,6.86,2008.0
NCAA Football 09,PS3,Sports,Electronic Arts,7.0,10.0,3.0,263.0,3.0,0.54,1.07,6.99,7.42,2008.0
UEFA Euro 2008 Austria Switzerland,PC,Sports,Electronic Arts,3.0,6.0,8.0,214.0,4.7,3.67,2.89,1.96,4.8,2008.0
Fireblade,PS2,Simulation,IBM,3.0,8.0,10.0,247.0,3.0,0.09,1.93,0.07,1.86,2002.0
Toriko 2 Toriko,PC,Adventure,Frontier Developments,2.0,7.0,2.0,125.0,5.14,1.78,3.83,4.83,4.94,2000.0
